,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
3233,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1352C/HOUSTON TRACON ADVISED, CIRRUS SR22, 1T7 - LCH, REPORTED A YELLOW UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 9,500 FEET 2 N IAH. NO EVASIVE ACTION TAKEN. HOUSTON FBI NOTIFIED.",2023-04-30,LCH,E BOUND,1352C,HOUSTON TRACON,,2 N IAH,"AT 9,500 FEET",KLCH,medium_airport,Lake Charles Regional Airport,15.0,,US,US-LA,Lake Charles,KLCH,LCH,KLCH,LCH,"30.126100540161133, -93.22329711914062"
3234,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1638C/HOUSTON ATCT ADVISED, B748, MIA - IAH, REPORTED A SILVER UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 8 E IAH. NO EVASIVE ACTION REPORTED. HPD NOTIFIED.",2023-04-30,IAH,W BOUND,1638C,HOUSTON ATCT,MIA - IAH,8 E IAH,"AT 3,000 FEET",KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438"
3235,,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/1742C/MILWAUKEE ATCT ADVISED, B738, DFW - MKE, REPORTED AN UAS DIRECTLY ABOVE WHILE N BOUND AT 2,000 FEET 2 S MKE. NO EVASIVE ACTION REPORTED. OAK CREEK PD NOTIFIED.",2023-04-30,DFW,N BOUND,1742C,MILWAUKEE ATCT,DFW - MKE,2 S MKE,"AT 2,000 FEET",KDFW,large_airport,Dallas Fort Worth International Airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,KDFW,DFW,"32.896801, -97.038002"
3236,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2230C/HOUSTON TRACON ADVISED, B739, IAH - AUS, REPORTED AN UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 3,500 FEET 5 W IAH. NO EVASIVE ACTION REPORTED. HOUSTON FBI NOTIFIED.",2023-04-30,AUS,W BOUND,2230C,HOUSTON TRACON,IAH - AUS,5 W IAH,"AT 3,500 FEET",KAUS,large_airport,Austin Bergstrom International Airport,542.0,,US,US-TX,Austin,KAUS,AUS,KAUS,AUS,"30.197535, -97.662015"
3237,,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1136E/NEWARK ATCT ADVISED, A320, TPA - EWR, REPORTED A WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE SW BOUND AT 700 FEET 2.5 NE EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2023-05-01,TPA,SW BOUND,1136E,NEWARK ATCT,TPA - EWR,,AT 700 FEET,KTPA,large_airport,Tampa International Airport,26.0,,US,US-FL,Tampa,KTPA,TPA,KTPA,TPA,"27.9755, -82.533203"
3238,,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS SIGHTING/1250C/PENSACOLA ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 1 S PNS. NO EVASIVE ACTION TAKEN. ESCAMBIA COUNTY SHERIFF NOTIFIED.",2023-05-01,PNS,E BOUND,1250C,PENSACOLA ATCT,,1 S PNS,"AT 1,000 FEET",KPNS,medium_airport,Pensacola International Airport,121.0,,US,US-FL,Pensacola,KPNS,PNS,KPNS,PNS,"30.4734, -87.1866"
3239,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1358E/OPA LOCKA ATCT ADVISED, E35L, ISM - OPF, REPORTED A UAS 1,000 FEET BELOW THE ACFT AT THE 4 Oâ€™CLOCK POSITION WHILE E BOUND AT 1,200 FEET 3 W OPF. NO EVASIVE ACTION TAKEN. MIAMI-DADE PD NOTIFIED.",2023-05-01,OPF,E BOUND,1358E,OPA LOCKA ATCT,ISM - OPF,3 W OPF,"AT 1,200 FEET",KOPF,medium_airport,Miami-Opa Locka Executive Airport,8.0,,US,US-FL,Miami,KOPF,OPF,KOPF,OPF,"25.907, -80.278397"
3240,,WASHINGTON,TACOMA,"PRELIM INFO FROM FAA OPS: TACOMA, WA/UAS SIGHTING/1150P/TACOMA ATCT ADVISED, PIPER P28A, REPORTED A UAS 500 FEET BELOW ACFT WHILE S BOUND AT 1,300 FEET 1 W TIW. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2023-05-01,TIW,S BOUND,1150P,TACOMA ATCT,,1 W TIW,"AT 1,300 FEET",KTIW,medium_airport,Tacoma Narrows Airport,294.0,,US,US-WA,Tacoma,KTIW,TIW,KTIW,TIW,"47.267407, -122.577295"
3241,,WASHINGTON,SPOKANE,"PRELIM INFO FROM FAA OPS: SPOKANE, WA/UAS SIGHTING/1445P/SPOKANE APCH ADVISED, E170, SEA - GEG, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 4,000 FEET VCNTY GEG. NO EVASIVE ACTION TAKEN. SPOKANE PD NOTIFIED.",2023-05-01,SEA,NE BOUND,1445P,SPOKANE APCH,SEA - GEG,,"AT 4,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
3242,,NEW JERSEY,TRENTON,"PRELIM INFO FROM FAA OPS: TRENTON, NJ/UAS SIGHTING/1818E/TRENTON FCT ADVISED, CESSNA C172, REPORTED A BLUE UAS WHILE ENE BOUND AT 800 FEET .5 E TTN. NO EVASIVE ACTION TAKEN. MERCER COUNTY SHERIFF NOTIFIED.",2023-05-01,TTN,ENE BOUND,1818E,TRENTON FCT,,,AT 800 FEET,KTTN,medium_airport,Trenton Mercer Airport,213.0,,US,US-NJ,Ewing Township,KTTN,TTN,KTTN,TTN,"40.276699, -74.813499"
3243,,HAWAII,KAHULUI,"PRELIM INFO FROM FAA OPS: KAHULUI, HI/UAS SIGHTING/1330L/KAHULUI ATCT ADVISED, CESSNA C208, MKK - OGG, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 4,000 FEET VCNTY OGG. NO EVASIVE ACTION REPORTED. MAUI PD NOTIFIED.",2023-05-01,MKK,NE BOUND,1330L,KAHULUI ATCT,MKK - OGG,,"AT 4,000 FEET",PHMK,medium_airport,Molokai Airport,454.0,OC,US,US-HI,Kaunakakai,PHMK,MKK,PHMK,MKK,"21.152901, -157.095993"
3244,,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1950C/DALLAS-FORT WORTH ATCT ADVISED, A320, TYS - DFW, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 8 N DFW. NO EVASIVE ACTION REPORTED. DPS NOTIFIED.",2023-05-01,TYS,S BOUND,1950C,,TYS - DFW,8 N DFW,"AT 3,000 FEET",KTYS,medium_airport,McGhee Tyson Airport,981.0,,US,US-TN,Alcoa,KTYS,TYS,KTYS,TYS,"35.811001, -83.994003"
3245,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1410M/DENVER TRACON ADVISED, B737, BUR - DEN, REPORTED A UAS BENEATH ACFT N BOUND AT 8,000 FEET 15 N DENVER. NO EVASIVE ACTION REPORTED. DENVER ARPT OPS NOTIFIED.",2023-05-02,DEN,,1410M,DENVER TRACON,BUR - DEN,15 N DENVER,"AT 8,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
3246,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1431M/DENVER TRACON ADVISED, A320, SJC - DEN, REPORTED A UAS BENEATH ACFT WHILE N BOUND AT 8,000 FEET 15 N DENVER. NO EVASIVE ACTION REPORTED. DENVER ARPT OPS NOTIFIED.",2023-05-02,DEN,N BOUND,1431M,DENVER TRACON,SJC - DEN,15 N DENVER,"AT 8,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
3247,,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1723M/SALT LAKE ATCT ADVISED, BEECH BE20, REPORTED A UAS AT SAME ALTITUDE WHILE AT 5,000 FEET ON 3 MILE FINAL FOR RWY 17. NO EVASIVE ACTION TAKEN. SLC ARPT PD NOTIFIED.",2023-05-02,SLC,,1723M,SALT LAKE ATCT,,,"AT 5,000 FEET",KSLC,large_airport,Salt Lake City International Airport,4227.0,,US,US-UT,Salt Lake City,KSLC,SLC,KSLC,SLC,"40.78886, -111.979866"
3248,,NORTH CAROLINA,FAYETTEVILLE,"PRELIM INFO FROM FAA OPS: FAYETTEVILLE, NC/UAS SIGHTING/0224E/WASHINGTON ARTCC ADVISED, A20N, MCO - BWI, OBSERVED 3 CIRCLING LIGHTS TO THE NORTHEAST ABOVE FL350 VCNTY FAY. NO EVASIVE ACTION REPORTED. LOCAL LEO NOTIFICATION NOT REPORTED.",2023-05-03,FAY,,0224E,WASHINGTON ARTCC,MCO - BWI,,,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,189.0,,US,US-NC,Fayetteville,KFAY,FAY,KFAY,FAY,"34.991199, -78.880302"
3249,,CALIFORNIA,SANTA ANA,"PRELIM INFO FROM FAA OPS: SANTA ANA, CA/UAS SIGHTING/0953P/JOHN WAYNE ATCT ADVISED, A320, LAS - SNA, REPORTED A GRAY UAS FROM THE 12 O'CLOCK POSITION WHILE SSW BOUND AT 2,100 FEET 6 N SNA. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFFS NOTIFIED.",2023-05-03,SNA,SSW BOUND,0953P,JOHN WAYNE ATCT,LAS - SNA,6 N SNA,"AT 2,100 FEET",KSNA,large_airport,John Wayne Orange County International Airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996"
3250,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT-1150C/MIDWAY ATCT ADVISED, B737, OAK - MDW, REPORTED A DARK COLORED UAS AT 3,500 FEET 20 SE MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2023-05-03,OAK,,,MIDWAY ATCT,OAK - MDW,20 SE MDW,"AT 3,500 FEET",KOAK,large_airport,San Francisco Bay Oakland International Airport,9.0,,US,US-CA,Oakland,KOAK,OAK,KOAK,OAK,"37.720085, -122.221184"
3251,,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS SIGHTING/1638E/INDIANAPOLIS ATCT ADVISED, DIAMOND DA40, IND - UNKN, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE SW BOUND AT 3,500 FEET 12 SSE BRICKYARD VORTAC. NO EVASIVE ACTION REPORTED. IND ARPT PD NOTIFIED.",2023-05-03,IND,SW BOUND,1638E,INDIANAPOLIS ATCT,IND - UNKN,12 SSE BRICKYARD VORTAC,"AT 3,500 FEET",KIND,large_airport,Indianapolis International Airport,797.0,,US,US-IN,Indianapolis,KIND,IND,KIND,IND,"39.7173, -86.294403"
3252,,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1618M/SALT LAKE CITY TRACON ADVISED, B739, SEA - SLC, REPORTED A BLACK AND RED QUADCOPTER UAS ABOVE THE ACFT WHILE SE BOUND AT 17,000 FEET 33 NW SLC. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2023-05-03,SEA,SE BOUND,1618M,SALT LAKE CITY TRACON,SEA - SLC,33 NW SLC,"AT 17,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
3253,,FLORIDA,BOCA RATON,"PRELIM INFO FROM FAA OPS: BOCA RATON, FL/UAS SIGHTING/1356E/BOCA RATON ATCT ADVISED, PIPER P28A, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE ENE BOUND AT 1,200 FEET 5 WNW BCT. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION PROVIDED.",2023-05-04,BCT,ENE BOUND,1356E,BOCA RATON ATCT,,5 WNW BCT,"AT 1,200 FEET",KBCT,medium_airport,Boca Raton Airport,13.0,,US,US-FL,Boca Raton,KBCT,BCT,KBCT,BCT,"26.3785, -80.107697"
3254,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1158M/DENVER TRACON ADVISED, A320, DEN - RNO, REPORTED A RED UAS WHILE W BOUND AT 13,000 FEET 3 N BJC. NO EVASIVE ACTION TAKEN. DIA POLICE NOTIFIED.",2023-05-04,DEN,W BOUND,1158M,DENVER TRACON,DEN - RNO,3 N BJC,"AT 13,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
3255,,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1713E/FORT MYERS ATCT ADVISED, A320, LGA - RSW, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE WSW BOUND AT 1,800 FEET 7 ENE RSW. NO EVASIVE ACTION TAKEN. LCSO NOTIFIED.",2023-05-04,LGA,WSW BOUND,1713E,FORT MYERS ATCT,LGA - RSW,7 ENE RSW,"AT 1,800 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
3256,,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS SIGHTING/1832E/ANDREWS AFB ADVISED, C21, BLV - ADW, REPORTED A BLACK AND WHITE UAS OFF THE LEFT SIDE WHILE N BOUND AT 700 FEET 4 S ADW. NO EVASIVE ACTION TAKEN, MARYLAND STATE PD NOTIFIED.",2023-05-04,AND,N BOUND,1832E,ANDREWS AFB,BLV - ADW,4 S ADW,AT 700 FEET,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
3257,,MARYLAND,EASTON,"PRELIM INFO FROM FAA OPS: EASTON, MD/UAS SIGHTING/1120E/EASTON ATCT ADVISED, PIPER P28A, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE NE BOUND AT 400 FEET 2 SW ESN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2023-05-05,ESN,NE BOUND,1120E,EASTON ATCT,,2 SW ESN,AT 400 FEET,KESN,small_airport,Easton Airport / Newnam Field,72.0,,US,US-MD,Easton,KESN,ESN,KESN,ESN,"38.804199, -76.069"
3258,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1153C/ ADVISED, CRJ7, GRR - ORD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 9 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2023-05-05,ORD,W BOUND,1153C,,GRR - ORD,9 E ORD,"AT 4,000 FEET",KORD,large_airport,Chicago O'Hare International Airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048"
3259,,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1550E/FORT LAUDERDALE ATCT ADVISED, CESSNA C208, NASSAU, BAHAMAS (MYNN) - FLL, REPORTED A UAS OR RC ACFT WHILE N BOUND AT 1,200 FEET 2 S FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",2023-05-05,FLL,N BOUND,1550E,FORT LAUDERDALE ATCT,"NASSAU, BAHAMAS (MYNN) - FLL",2 S FLL,"AT 1,200 FEET",KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702"
3260,,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1715E/RICHMOND ATCT ADVISED, HAWK, GSP - RIC, REPORTED UAS WHILE SSE BOUND AT 1,800 FEET 15 SSE RIC. NO EVASIVE ACTION TAKEN.  CHARLES CITY PD NOTIFIED.",2023-05-05,GSP,SSE BOUND,1715E,RICHMOND ATCT,"HAWK, GSP - RIC",15 SSE RIC,"AT 1,800 FEET",KGSP,medium_airport,Greenville Spartanburg International Airport,964.0,,US,US-SC,Greer,KGSP,GSP,KGSP,GSP,"34.895699, -82.218903"
3261,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/2125M/DENVER ATCT REPORTED ACFT OBSERVED A UAS 100 FEET ABOVE RUNWAY 25 AT DENVER INTL ARPT (DEN). PIC OF BOTH ACFT DELAYED DEPARTURE. ATC ISSUED ADVISORIES TO TRAFFIC WITHIN VCNTY. ARPT PD NOTIFIED.",2023-05-05,DEN,,2125M,,,,,KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
3262,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/2136M/DENVER ATCT ADVISED, B739, LAX - DEN, REPORTED A UAS WHILE NNW BOUND AT 6,100 FEET ON FINAL DEN. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT PD NOTIFIED.",2023-05-05,LAX,NNW BOUND,2136M,DENVER ATCT,LAX - DEN,,"AT 6,100 FEET",KLAX,large_airport,Los Angeles International Airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997"
3263,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1245E/ORLANDO ATCT ADVISED, BCS3, BOS - MCO, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE N BOUND AT 500 FEET 2 MILE FINAL RUNWAY 36L. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",2023-05-06,MCO,N BOUND,1245E,ORLANDO ATCT,BOS - MCO,,AT 500 FEET,KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
3265,,TEXAS,BROWNSVILLE,"PRELIM INFO FROM FAA OPS: BROWNSVILLE, TX/UAS SIGHTING/1130C/CORPUS CHRISTI ATCT ADVISED, CRJ9, IAH - BRO, REPORTED A UAS WHILE SW BOUND AT 2,000 FEET 14 N BRO. NO EVASIVE ACTION TAKEN. CAMERON COUNTY SHERIFF NOTIFIED.",2023-05-07,IAH,SW BOUND,1130C,CORPUS CHRISTI ATCT,IAH - BRO,14 N BRO,"AT 2,000 FEET",KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438"
3266,,NEW YORK,FARMINGDALE,"PRELIM INFO FROM FAA OPS: FARMINGDALE, NY/UAS SIGHTING/1359E/NEW YORK TRACON ADVISED, E190, ATL - JFK, REPORTED A BLACK UAS FROM THE 10 O'CLOCK POSITION WHILE WNW BOUND AT 5,000 FEET VCNTY FRG. NO EVASIVE ACTION TAKEN. SUFFOLK COUNTY PD NOTIFIED.",2023-05-07,ATL,WNW BOUND,1359E,NEW YORK TRACON,ATL - JFK,,"AT 5,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
3267,,NEW YORK,DEER PARK,"PRELIM INFO FROM FAA OPS: DEER PARK, NY/UAS SIGHTING/1406E/BOSTON ARTCC ADVISED, B744, JFK - WALLONIA, BELGIUM (EBLG), REPORTED A BLACK AND ORANGE UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 15,000 FEET 15 SE DEER PARK VOR. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2023-05-07,AND,NE BOUND,1406E,BOSTON ARTCC,"JFK - WALLONIA, BELGIUM (EBLG)",15 SE DEER PARK VOR,"AT 15,000 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
3269,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1721E/ATLANTA ARTCC ADVISED, A333, ATL - ROME, ITALY (LIRF), REPORTED A UAS FROM THE LEFT SIDE WHILE NE BOUND AT 11,000 FEET 23 SE ATL. NO EVASIVE ACTIONTAKEN. LOCAL LEO NOTIFIED.",2023-05-07,ATL,NE BOUND,1721E,ATLANTA ARTCC,"ATL - ROME, ITALY (LIRF)",23 SE ATL,"AT 11,000 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
3270,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/2036P/SEATTLE TRACON ADVISED, A21N, CANCUN, MEXICO (MMUN) - SEA, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 10 NNW SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED.",2023-05-07,SEA,S BOUND,2036P,SEATTLE TRACON,"CANCUN, MEXICO (MMUN) - SEA",10 NNW SEA,"AT 4,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
3271,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/2040P/SEATTLE TRACON ADVISED, B39M, IAD - SEA, REPORTED 3 UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 10 NNW SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED.",2023-05-07,IAD,S BOUND,2040P,SEATTLE TRACON,IAD - SEA,10 NNW SEA,"AT 4,000 FEET",KIAD,large_airport,Washington Dulles International Airport,312.0,,US,US-VA,Dulles,KIAD,IAD,KIAD,IAD,"38.9445, -77.455803"
3272,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/2038P/SEATTLE TRACON ADVISED, E75L, BOI - SEA, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 10 NNW SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED.",2023-05-07,SEA,S BOUND,2038P,SEATTLE TRACON,BOI - SEA,10 NNW SEA,"AT 4,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
3273,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/0902E/CENTRAL FLORIDA TRACON ADVISED, CESSNA C77R, REPORTED A RED UAS WHILE W BOUND AT 1,900 FEET 5 E ORL. NO EVASIVE ACTION REPORTED. ORLANDO PD NOTIFIED.",2023-05-08,RED,W BOUND,0902E,CENTRAL FLORIDA TRACON,,5 E ORL,"AT 1,900 FEET",KRVL,small_airport,Mifflin County Airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371"
3274,,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1122E/RALEIGH-DURHAM ATCT ADVISED, A320, DEN - RDU, REPORTED A BLACK-RED UAS AT SAME ALTITUDE, 200 FEET FROM THEIR 3 O'CLOCK POSITION WHILE SW BOUND AT 2,000 FEET 5.5 N RDU. NO EVASIVE ACTION REPORTED. WAKE COUNTY SHERIFF NOTIFIED.",2023-05-08,DEN,SW BOUND,1122E,,DEN - RDU,,"AT 2,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
3275,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1430P/SEATTLE TRACON ADVISED, CESSNA C172, REPORTED WHITE AND GOLD UAS 1,500 FEET BELOW ACFT AT THE 3 O'CLOCK POSITION WHILE NE BOUND AT 3,000 FEET 16 SSE SEA. NO EVASIVE ACTION REPORTED. PORT OF SEATTLE PD NOTIFIED.",2023-05-08,SEA,NE BOUND,1430P,SEATTLE TRACON,,16 SSE SEA,"AT 3,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
3276,,MINNESOTA,MONTEVIDEO,"PRELIM INFO FROM FAA OPS: MONTEVIDEO, MN/UAS SIGHTING/2255C/MINNEAPOLIS ARTCC ADVISED, PIPER P28A, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 5,500 FEET 17 NNE MVE. NO EVASIVE ACTION TAKEN. CHIPPEWA CO. SHERIFF NOTIFIED.",2023-05-08,MVE,NE BOUND,2255C,MINNEAPOLIS ARTCC,,17 NNE MVE,"AT 5,500 FEET",KMVE,small_airport,Montevideo Chippewa County Airport,1034.0,,US,US-MN,Montevideo,KMVE,MVE,KMVE,MVE,"44.969101, -95.710297"
3277,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0651E/NEW YORK TRACON ADVISED, A320, AQUADILLA, PR (TJBQ) - JFK, REPORTED A UAS AT THE 10 O'CLOCK POSITION WHILE N BOUND AT 3,000 FEET 20 SSW JFK. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED.",2023-05-09,NEW,N BOUND,0651E,NEW YORK TRACON,"AQUADILLA, PR (TJBQ) - JFK",20 SSW JFK,"AT 3,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
