,Unnamed: 0,Date,State,City,Summary,Source File,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
9094,9094,,,,"PRELIM INFO FROM FAA OPS: MARTHA'S VINEYARD, MA/UAS INCIDENT/1648E/CAPE TRACON ADVISED HAWKER BEECHCRAFT BE23, OBSERVED A POSSIBLE UAS SE BOUND, 5 SE MARTHA'S VINEYARD, AT 4,000 FEET. UNKN IF EVASIVE ACTION TAKEN. MARTHA'S VINEYARD PD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1648E,CAPE TRACON,,,,,
9106,9106,,,,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1528P/SEATTLE TRACON REPORTED CESSNA C177, OBSERVED A FAST MOVING UAS WITH GREEN LIGHTS MOVING EAST TO WEST AT 2,200 FEET 8 W SEATTLE WHILE HEADING SOUTHBOUND. NO EVASIVE ACTION TAKEN. PORT AUTHORITY OF SEATTLE NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1528P,,,8 W SEATTLE WHILE HEADING SOUTHBOUND,"AT 2,200 FEET",,
9112,9112,,,,"PRELIM INFO FROM FAA OPS: STAMFORD, CT/UAS INCIDENT/1658E/HPN ATCT REPORTED CIRRUS SR22, ENCOUNTERED A POSSIBLE UAS 3 N TOWN OF STAMFORD AT 3,000 FEET. NO EVASIVE ACTION REPORTED. UNKN IF LEOS NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1658E,,,3 N TOWN OF STAMFORD,,,
9115,9115,,,,"PRELIM INFO FROM FAA OPS: ESCONDIDO, CA/UAS INCIDENT/1500P/CITIZEN REPORTED A GRAY QUAD COPTER UAS, ABOUT 1 FOOT WIDE, FLYING SOUTHBOUND, AT APPROX 150 AGL, OVER THE MEDIAN OF I-15, VCNTY RANCHO PARKWAY. NO REPORTED HAZARD TO AVIATION",UASEventsNov2014-Aug2015.xls,,,1500P,,,,,,
9118,9118,,,,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1752E/ATLANTA APCH ADVISED CESSNA C56X, OBSERVED A QUAD COPTER UAS AT 1,000 FEET, 2 NE OF DEKALB-PEACHTREE ARPT. NO EVASIVE ACTION TAKEN. DEKALB COUNTY SHERIFF DEPT NOTIFIED 


PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/06-02 1748E/CESSNA C560, REPORTED A UAS BETWEEN 600 TO 1,000 FEET ON 2 MILE FINAL RUNWAY 3R AT DEKALB-PEACHTREE ARPT. UAS WITHIN 100 FEET OF ACFT. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION UNKN. ",UASEventsNov2014-Aug2015.xls,,,1752E,ATLANTA APCH,,,,,
9131,9131,,,,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1559P/VAN NUYS ATCT ADVISED PIPER PA24, HEADING NORTHWEST BOUND, REPORTED A UAS (NO DESCRIPTION GIVEN) 5 MILES NW VAN NUYS ARPT AT 3,000 FEET. LAPD AIR SUPPORT NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1559P,VAN NUYS ATCT,,,,,
9132,9132,,,,"PRELIM INFO FROM FAA OPS: AUSTIN, TX/UAS INCIDENT/1632C/AUSTIN ATCT REPORTED AN UNIDENTIFIED ACFT OBSERVED A UAS AT 2,800 FEET 8 NE TAYLOR, TX  HEADING NORTHEAST BOUND. LEOS NOTIFICATION UNKNOWN. ",UASEventsNov2014-Aug2015.xls,,,1632C,,,,"AT 2,800 FEET",,
9139,9139,,,,"PRELIM INFO FROM FAA OPS: PDV/UAS INCIDENT/1645E/PDV APPROACH REPORTED DIAMOND DA40, OBSERVED UNKN TYPE OF UAS WHILE AT 2,500 FEET, 15 N PDV. UAS WAS APPROX 500 FEET BELOW ACFT. NO EVASIVE ACTION TAKEN. RHODE ISLAND STATE PD NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1645E,,,15 N PDV,,,
9140,9140,,,,"PRELIM INFO FROM FAA OPS: CEDAR PARK, TX/UAS INCIDENT/1600C/AUS APPROACH REPORTED CESSNA C210, OBSERVED A WHITE, WING-LIKE, UAS AIRCRAFT RIGHT NEXT TO HIM WHILE TRAVELLING AT 5,000 FEET, 2 SE CEDAR PARK. NO EVASIVE ACTION TAKEN. WILLIAMSON COUNTY SHERIFF NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1600C,,,2 SE CEDAR PARK,,,
9152,9152,,,,"PRELIM INFO FROM FAA OPS: MANASSAS, VA/UAS INCIDENT/0728E/NCRCC ADVISES MANASSAS ATCT REPORTED UAS AT SEVERAL HUNDRED FEET 2 W MANASSAS ARPT. NO DESCRIPTION GIVEN. NO CONFLICTS REPORTED. VA STATE POLICE WERE NOTIFIED",UASEventsNov2014-Aug2015.xls,,,0728E,,,2 W MANASSAS ARPT,,,
9182,9182,,,,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS INCIDENT/1240P/PORTLAND-TROUTDALE ATCT ADVISED CESSNA C172, 2 NE TROUTDALE ARPT AT 800 FEET REPORTED PINK UAS, TYPE UNKN, PASSED 200-300 FEET BELOW. NO EVASIVE ACTION TAKEN. TROUTDALE PD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1240P,,,2 NE TROUTDALE ARPT,AT 800 FEET,,
9186,9186,,,,"PRELM INFO FROM FAA OPS: LOS ALAMITOS, CA/UAS INCIDENT/1307P/SOCAL TRACON REPORTED PIPER P28A, OBSERVED A POSSIBLE UAS 9.8 NE OF SEAL BEACH VORTAC AT 5,500 FEET, NO DESCRIPTION GIVEN.  NO EVASIVE ACTION TAKEN. ACFT DESTINATION CORONA MUNICIPAL ARPT. ORANGE COUNTY SHERIFF NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1307P,,,,,,
9189,9189,,,,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS INCIDENT/0900P/NCT REPORTED THAT SOUTHWEST 136, B737, OBSERVED A SMALL, METALLIC SILVER DRONE HOVERING BETWEEN 2500-3000 FEET OVERHEAD SACRAMENTO. NO EVASIVE ACTION REPORTED. UNKN IF LEO NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,0900P,,,,,,
9191,9191,,,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1430M/DENVER APCH ADVISED MULTIPLE ACFT, OBSERVED 3 UAS E BOUND AT 7,000 - 9,000 FEET, 9 NW OF DENVER INTL ARPT. NO EVASIVE ACTION TAKEN. AIRPORT POLICE NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1430M,DENVER APCH,,9 NW OF DENVER INTL ARPT,,,
9206,9206,,,,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/0815P/OXFORD FLIGHT SCHOOL OXF213, PIPER P28A, REPORTED A ROUND UAS AT 3,500 FEET 8 E FALCON FIELD, OPERATING CLOSE TO A REMOTE ACFT AIRPARK. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION UNKNOWN. ",UASEventsNov2014-Aug2015.xls,,,0815P,,,,"AT 3,500 FEET",,
9209,9209,,,,"PRELIM INFO FROM FAA OPS: COAL CITY, IL/UAS INCIDENT/6-22 1901C/IDAHO82, OH58, REPORTED A 6-FOOT UAS, TYPE UNKNOWN, MANEUVERING IN THE TFR AREA. PILOT EXECUTED EVASIVE MANEUVERS TWICE. LEOS NOTIFICATION UNKN",UASEventsNov2014-Aug2015.xls,,,,,,,,,
9212,9212,,,,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/6-23 1840C/CRYSTAL ATCT REPORTED PIPER P28R, AT 2,000 FEET ON APCH TO RUNWAY 16, OBSERVED 2 UAS 100 FEET BELOW MOVING NNE . NO EVASIVE ACTION TAKEN. NO LEOS NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,,,,,"AT 2,000 FEET",,
9218,9218,,,,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1135E/CLT ATCT REPORTED PA32,  OBSERVED AN UNKN TYPE UAS AT 3,500 FEET, NEAR PANTHER STADIUM. EVASIVE ACTION NOT REPORTED. LEOS NOTIFICATION UNKN. ",UASEventsNov2014-Aug2015.xls,,,1135E,,,,,,
9220,9220,,,,"PRELIM INFO FROM FAA OPS: SAINT LUIS, MO/UAS INCIDENT/1625C/SPIRIT OF SAINT LOUIS ATCT REPORTED AIRBORNE 2, CESSNA C172, ENCOUNTERED A UAS AT 2,500 FEET 4 NE SPIRIT OF SAINT LOUIS ARPT. NO EVASIVE ACTION REPORTED. LEOS NOT NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1625C,,,4 NE SPIRIT OF SAINT LOUIS ARPT,"AT 2,500 FEET",,
9240,9240,,,,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1214M/CESSNA C172, REPORTED A UAS OVER THE HESS RESERVOIR HEADED NORTH AT 500 FEET. DESCRIPTION UNKN.",UASEventsNov2014-Aug2015.xls,,,1214M,,,,,,
9278,9278,,,,"PRELIM INFO FROM FAA OPS: LGA/UAS/1227E/WESTJET 1207, B736, REPORTED A UAS 500 FEET LEFT OF THE COCKPIT WHILE NORTHBOUND AT 8,500 FEET.  UAS WAS WHITE/SILVER/BLK QUADCOPTER.  NO EVASIVE ACTION TAKEN.  NYPD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1227E,,,,,,
9313,9313,,,,"PRELIM INFO FROM FAA OPS: EL MONTE, CA/UAS INCIDENT/1215P/EL MONTE ATCT ADVISED CESSNA C172, REPORTED A SMALL WHITE UAS OPERATING OF HIS LEFT WING AT 2,200 FEET 4 EAST EL MONTE ARPT. NO EVASIVE ACTION REPORTED. EL MONTE PD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1215P,EL MONTE ATCT,,,"AT 2,200 FEET",,
9356,9356,,,,"PRELIM INFO FROM FAA OPS: COLORADO SPRINGS, CO/UAS INCIDENT/1150M/USAF K35 (CALL SIGN NOT REPORTED), REPORTED SEEING A UAS AT FL240 30 SE RESTRICTED AREA R2601. NO EVASIVE ACTION TAKEN. UNKN IF LEO WAS NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1150M,,,,,,
9360,9360,,,,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS/7-24 1932E/CIRRUS SR22, REPORTED PASSING A UAS, UNKNOWN TYPE, AT 500 FEET WHILE ON 1 MILE FINAL RUNWAY 28R HOLLYWOOD.  LEOS NOTIFICATION UNKNOWN. ",UASEventsNov2014-Aug2015.xls,,,,,,,AT 500 FEET,,
9363,9363,,,,"Reference eon page U00035:
On July 25, 2015, COOK CHILDREN HOSPITAL pilot tried to call attention to the drone operator from the top of the west side of the parking garage overlooking Thistle Hill. The drone operator ignored his requests, turned his back and looked down at his screen. At this time the drone flew from the east side of Thistle Hill to about over the Thistle Hill sidewalk and elevation varied from about 50' to 100 feet above the elevated west helipad at Cook Childrens. This prevented us from taking off and getting back in to service and taking our next call. This also could have been much worse had we arrived and hour later and arrived when the drone was flying as we may not have seen the drone upon landing at Cook Childrens Medical Center perhaps creating an in air collision with the drone. Had we not seen the drone prior to take off the same situation could have occurred creating an in air collision with the drone as our usual departure is to the west. The security officer at Cook Children could see from the elevator that we were having some sort of issue. Normally the pilot does not leave raised helipad area to yell and wave arms over the side of the parking garage. She came over to assist and she could not get the drone operators attention either. She used her radio to have another officer drive over to tell the drone operator to land. I requested that she ask the officer to get his identification. The operator refused to produce any identification citing he does this for a living and he was hired by the historical society to take pictures of Thistle Hill. He is more than 5 miles from and airport and under 400 feet. He is well within his rights and does not have to show any one anything. The security officer on the ground got pictures of the respective vehicles the operator of the drone and historical society persons left in.

For this event, law enforcement had not been notified.
",UASEventsNov2014-Aug2015.xls,,,,,,,,,
9380,9380,,,,"PRELIM INFO FROM FAA OPS: RIVERSIDE, CA/UAS INCIDENT/1417P/RIVERSIDE ATCT ADVISED VFR  ROBINSON R22, TRANSITING SOUTH OF THE ARPT FROM WEST TO EAST REPORTED TAKING EVASIVE ACTIONS TO AVOID A WHITE SINGLE WING UAS AT 1,500 FEET 4 S RIVERSIDE VOR. NO NMAC REPORTED. NO LEO NOTIFIED DUE TO INCIDENT HAPPENED OVER A MOUNTAINOUS AREA. ",UASEventsNov2014-Aug2015.xls,,,1417P,RIVERSIDE ATCT,,4 S RIVERSIDE VOR,"AT 1,500 FEET",,
9382,9382,,,,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1058P/SEATTLE APCH REPORTED TALON 20, HAWKER BEECHCRAFT HA4T, ENCOUNTERED A DARK QUAD COPTER UAS WITHIN 1,000 FEET TO THE LEFT WHILE AT 2,500 FEET 4 NW BOEING FILED/KING COUNTY INTL ARPT. NO EVASIVE ACTION REPORTED. SEATTLE PD 911 NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1058P,,,,"AT 2,500 FEET",,
9384,9384,,,,"PRELIM INFO FROM FAA OPS: EAGLE LAKE, TX/UAS INCIDENT/1550C/HOUSTON ARTCC REPORTED CESSNA C177, ENCOUNTERED A 2 FT LONG UAS WHILE HEADING W AT 4,500 FEET 17 S EAGLE LAKE ARPT. NO EVASIVE ACTION REPORTED. WHARTON PD NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1550C,,,17 S EAGLE LAKE ARPT,"AT 4,500 FEET",,
9392,9392,,,,"FOLLOW UP INFO FROM FAA OPS: JOHNSTOWN, PA/UAS INCIDENT/1206E/CLEVELAND ARTCC CORRECTED REPORT: ADVISED CESSNA C182, AT 9,500 FEET 10 NNE JOHNSTOWN E BOUND, REPORTED A YELLOW UAS, APPROX SIZE OF A ""DISHWASHER"" PASSED 50 FEET BELOW W BOUND ON THE RIGHT SIDE. NO EVASIVE ACTION TAKEN. UNKN IF LEOS NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,1206E,,,,"AT 9,500 FEET",,
9397,9397,,,,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1821P/SEATTLE TRACON ADVISED ROCKWELL AC90, OBSERVED A WHITE WITH BLACK MARKINGS UAS AT 3,700 FEET, 11 E OF SEATTLE. NO EVASIVE ACTION TAKEN. KENT PD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1821P,SEATTLE TRACON,,11 E OF SEATTLE,,,
9417,9417,,,,"PRELIM INFO FROM FAA OPS: STARKE COUNTY ARPT, KNOX, IN/UAS INCIDENT/1628E/AMERICAN 629, A321, CHARLOTTE - CHICAGO O'HARE, REPORTED A 6 BLADED UAS AT 15,000 FEET. NO OTHER DESCRIPTION GIVEN. NO EVASIVE ACTION TAKEN. LEOS NOTIFICATION UNKN.  ",UASEventsNov2014-Aug2015.xls,,,1628E,,,,,,
9461,9461,,,,"PRELIM INFO FROM FAA OPS: POUGHKEEPSIE, NY/UAS INCIDENT/2010E/ CESSNA C172, REPORTED SEEING A SMALL UAS BETWEEN 500-600 FEET .5 N POUGHKEEPSIE. NO EVASIVE ACTION REPORTED. UNKN IF LEO WAS NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,2010E,,,,,,
9482,9482,,,,"PRELIM INFO FROM FAA OPS: SPRINGFIELD, IL/UAS INCIDENT/0625C/AN UNIDENTIFIED CITIZEN CALLED SPRINGFIELD TOWER TO REPORT A UAS WHILE DRIVING. NO DESCRIPTION OF THE UAS WAS GIVEN. THE UAS WAS HOVERING ABOVE TREES NEAR THE VCNTY OF RUNWAY 36. SANGAMON COUNTY SHERIFF WAS NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,0625C,,,,,,
9496,9496,,,,"PRELIM INFO FROM FAA OPS: PORTLAND, ME/UAS INCIDENT/1040E/PORTLAND APCH ADVISED REPUBLIC 4589, E170, WESTBOUND ON 4 MILE FINAL RUNWAY 29, OBSERVED A WHITE UAS, UNKN TYPE, AT 600 -700 FEET 4 E PORTLAND. NO EVASIVE ACTION TAKEN. PORTLAND PD NOTIFIED ",UASEventsNov2014-Aug2015.xls,,,1040E,PORTLAND APCH,,4 E PORTLAND,,,
9503,9503,,,,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/0655E/JFK ATCT REPORTED JET BLUE 2001, E190, BUFFALO, NY-JFK, ON 2 MILE FINAL RUNWAY 22L, OBSERVED A WHITE UAS AT 700 FEET TO HIS LEFT. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED. ",UASEventsNov2014-Aug2015.xls,,,0655E,,,,AT 700 FEET,,
9545,9545,2016-07-06 15:12:00,,,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS INCIDENT/1512P/PORT MUGU ATCT ADVISED  CESSNA C172, REPORTED AN UNIDENTIFIED UAS 500 FEET BELOW ACFT.  ACFT WAS WSW BOUND AT 4,000 FEET 12 E CAMARILLO.  NO EVASIVE ACTION TAKEN.  VENTURA COUNTY SHERIFF NOTIFIED. ",UAS_Sightings_report_1Jul-30Sep16.xlsx,,,1512P,PORT MUGU ATCT,,12 E CAMARILLO,"AT 4,000 FEET",,
9746,9746,2016-08-13 08:45:00,,,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/0845E/POTOMAC TRACON ADVISED, MOONEY M20P, OBSERVED A YELLOW UAS, THE SIZE OF A BASKETBALL, OPERATING AT 800 FEET 21 ENE WASHINGTON, DC HEADING EASTBOUND. NO EVASIVE ACTION TAKEN. LEO NOT  NOTIFIED. 

",UAS_Sightings_report_1Jul-30Sep16.xlsx,,,0845E,POTOMAC TRACON,,,AT 800 FEET,,
9967,9967,2016-09-27 09:56:00,,,"PRELIM INFO FROM FAA OPS: FORT CAMPBELL, KY/UAS INCIDENT/0956E-LATE REPORT/FORT CAMPBELL ATCT ADVISED CESSNA, OWENSBORO, KY - MUSCLE SHOALS, AL, REPORTED A UAS APPROX 1-2 FEET IN DIAMETER WITH LIGHTS 500 FEET BELOW THE ACFT.  ACFT WAS SOUTHBOUND AT 6,000 FEET, 8 E FORT CAMPBELL.  NO EVASIVE ACTION TAKEN.  KENTUCKY STATE PD NOTIFIED  .",UAS_Sightings_report_1Jul-30Sep16.xlsx,,,0956E,FORT CAMPBELL ATCT,"OWENSBORO, KY - MUSCLE SHOALS, AL",8 E FORT CAMPBELL,,,
10025,10025,2018-07-04 00:00:00,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS INCIDENT/1412M/SALT LAKE TRACON ADVISED HUGHES H500 REPORTED A MID-SIZE SILVER UAS AT 5,000 FEET PASS 500 FEET BELOW ACFT. NO EVASIVE ACTION TAKEN. SALT LAKE CITY PD NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,,1412M,SALT LAKE TRACON,,,"AT 5,000 FEET",,
10049,10049,2018-07-07 00:00:00,CONNECTICUT,HARTFORD,"PRELIM INFO FROM FAA OPS: HARTFORD, CT/UAS INCIDENT/1310E/BRADLEY TRACON ADVISED PIPER PA32 REPORTED SMALL WHITE UAS 150 FEET FROM ACFT WHILE NE BOUND AT 5,500 FEET. NO EVASIVE ACTION TAKEN BUT PIC WILL FILE NMAC REPORT. HARTFORD PD NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,NE BOUND,1310E,BRADLEY TRACON,,,,,
10147,10147,2018-07-16 00:00:00,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1852P/NORCAL TRACON ADVISED, HAWKER BEECHCRAFT BE23, OBSERVED A BLACK QUAD COPTER AT 1,800 FEET FLYING IN SAME VCNTY AT THE SAME ALTITUDE. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION WAS NOT REPORTED. ",FY2018_Q4_UAS_Sightings.xlsx,,,1852P,NORCAL TRACON,,,"AT 1,800 FEET",,
10162,10162,2018-07-19 00:00:00,CONNECTICUT,NORWICH,"PRELIM INFO FROM FAA OPS: NORWICH, CT/UAS INCIDENT/1447E/BOSTON ARTCC ADVISED E190 REPORTED A BLACK UAS 20 FEET BELOW WHILE NE BOUND AT FL190 OVER NORWICH, CT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. _x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,NE BOUND,1447E,BOSTON ARTCC,,,,,
10170,10170,2018-07-19 00:00:00,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1723P/SEATTLE ARTCC ADVISED A320 REPORTED A UAS 1,000 FEET BELOW ACFT AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 12,000 FEET 20 ENE SEATTLE. NO EVASIVE ACTION REPORTED. KING COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,E BOUND,1723P,SEATTLE ARTCC,,20 ENE SEATTLE,"AT 12,000 FEET",,
10171,10171,2018-07-20 00:00:00,CALIFORNIA,MARYSVILLE,"PRELIM INFO FROM FAA OPS: MARYSVILLE, CA/UAS INCIDENT/1511P/BEALE AFB REPORTED SECURITY PERSONNEL OBSERVED A UAS OPERATING OVER THE AIR FORCE BASE EDUCATION CENTER. NO DESCRIPTION OR ALTITUDE GIVEN. BASE SECURITY INVESTIGATING. ",FY2018_Q4_UAS_Sightings.xlsx,,,1511P,,,,,,
10225,10225,2018-07-28 00:00:00,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1308P/SEATTLE TRACON ADVISED CESSNA C172 REPORTED A ORANGE FIXED WING UAS WHILE N BOUND AT 3,000 FEET 15 W SEATTLE. NO EVASIVE ACTION REPORTED. BREMERTON PD NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,N BOUND,1308P,SEATTLE TRACON,,15 W SEATTLE,"AT 3,000 FEET",,
10226,10226,2018-07-29 00:00:00,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS INCIDENT/1837P/PILATUS PC12, REPORTED A BURGUNDY UAS 1.5 MILES W OF BURBANK AT 2,700 FEET. NO EVASIVE ACTION REPORTED. AIRPORT POLICE NOTIFIED. _x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,,1837P,,,,,,
10229,10229,2018-07-29 00:00:00,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS INCIDENT/1805E/BOSTON ARTCC ADVISED CESSNA C210, REPORTED A UAS 500 FEET BELOW ACFT ALTITUDE OF 6,000 FEET .5 MILE ON LEFT SIDE 41 NE BOSTON. NO EVASIVE ACTION TAKEN. VERMONT STATE POLICE NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,,1805E,BOSTON ARTCC,,41 NE BOSTON,,,
10272,10272,2018-08-05 00:00:00,COLORADO,DURANGO,"PRELIM INFO FROM FAA OPS: DURANGO, CO/UAS INCIDENT/0906M/DENVER TRACON ADVISED BEECH BE36, REPORTED LARGE UAS PASSING BELOW ACFT WHILE ESE BOUND AT 14,000 FEET 13 ESE DURANGO (37.29.00N/108.12.00W). NO EVASIVE ACTION TAKEN. LA PLATA COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,ESE BOUND,0906M,DENVER TRACON,,,"AT 14,000 FEET",,
10303,10303,2018-08-09 00:00:00,GEORGIA,MARIETTA,"PRELIM INFO FROM FAA OPS: MARIETTA, GA/UAS INCIDENT/2111E/DOBBINS ATCT ADVISED C130, REPORTED A UAS WHILE W BOUND AT 1,700 FEET ON 1 MILE FINAL RUNWAY 29 DOBBINS AFB, MARIETTA. NO EVASIVE ACTION TAKEN. BASE SECURITY NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,W BOUND,2111E,DOBBINS ATCT,,,"AT 1,700 FEET",,
10328,10328,2018-08-12 00:00:00,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1526E/CENTRAL FLORIDA TRACON ADVISED B738 REPORTED A SMALL SHINY UAS FROM 1 O'CLOCK POSITION AT 3,500 FEET 5.5 N ORLANDO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",FY2018_Q4_UAS_Sightings.xlsx,,,1526E,CENTRAL FLORIDA TRACON,,,"AT 3,500 FEET",,
10365,10365,2018-08-17 00:00:00,TENNESSEE,BRISTOL,"PRELIM INFO FROM FAA OPS: BRISTOL, TN/UAS INCIDENT/2310E/TRI CITIES ATCT ADVISED HELO, REPORTED A UAS 500 FEET ABOVE ACFT WHILE WSW BOUND AT 500 FEET 1 WSW BRISTOL. NO INJURIES REPORTED. SULLIVAN COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,WSW BOUND,2310E,TRI CITIES ATCT,,1 WSW BRISTOL,AT 500 FEET,,
10368,10368,2018-08-18 00:00:00,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1816C/ORD ATCT ADVISED E75L REPORTED A BLACK 3-4 FOOT UAS AT SAME ALTITUDE WHILE ON 3 MILE FINAL RUNWAY 9L. NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,,1816C,ORD ATCT,,,,,
10398,10398,2018-08-21 00:00:00,KANSAS,WICHITA,"PRELIM INFO FROM FAA OPS: WICHITA, KS/UAS INCIDENT/1502C/MC CONNELL ATCT ADVISED KC135, REPORTED A WHITE UAS 1-2' IN DIAMETER 1 S MC CONNELL AFB. NO EVASIVE ACTION REPORTED. MC CONNELL AFB SECURITY FORCES NOTIFIED._x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,,1502C,MC CONNELL ATCT,,1 S MC CONNELL AFB,,,
10431,10431,2018-08-25 00:00:00,TEXAS,FORT HOOD-KILLEEN,"PRELIM INFO FROM FAA OPS: FORT HOOD-KILLEEN, TX/UAS INCIDENT/1354C/FORT HOOD APCH ADVISED RAYTHEON BE36, REPORTED A UAS AT SAME ALTITUDE WHILE NW BOUND AT 7,500 FEET 19 SSE FORT HOOD. NO EVASIVE ACTION REPORTED. LEO NOT NOTIFIED. _x000D_
_x000D_
",FY2018_Q4_UAS_Sightings.xlsx,,NW BOUND,1354C,FORT HOOD APCH,,19 SSE FORT HOOD,"AT 7,500 FEET",,
10449,10449,2018-08-27 00:00:00,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1850M/PHOENIX ATCT ADVISED, PIPER P28A REPORTED UAS AT 12 O'CLOCK POSITION AT SAME ALTITUDE WHILE E BOUND AT 2,500 FEET 2 E PHOENIX. NO EVASIVE ACTION TAKEN. PHOENIX PD NOTIFIED.",FY2018_Q4_UAS_Sightings.xlsx,,E BOUND,1850M,PHOENIX ATCT,,2 E PHOENIX,"AT 2,500 FEET",,
