,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
316,2024-03-30,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1105E/POTOMAC TRACON ADVISED, HELO, REPORTED A UAS OPERATING BETWEEN 600-800 FEET WHILE E BOUND AT 1,400 FEET 17 E DCA. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY SHERIFF NOTIFIED.",DCA,E BOUND,1105E,POTOMAC TRACON,,17 E DCA,"AT 1,400 FEET",38.8514402777778,-77.0377213888889
317,2024-03-30,FLORIDA,STUART,"PRELIM INFO FROM FAA OPS: STUART, FL/UAS SIGHTING/1455E/STUART FCT ADVISED, PILATUS PC12, MARSH HARBOUR, BAHAMAS (MYAM) - SUA, REPORTED A WHITE AND GREY RC ACFT 300 FEET ABOVE ACFT WHILE NNE BOUND AT 700 FEET 2 W SUA. NO EVASIVE ACTION TAKEN. MARTIN COUNTY SHERIFF NOTIFIED.",SUA,NNE BOUND,1455E,STUART FCT,"MARSH HARBOUR, BAHAMAS (MYAM) - SUA",2 W SUA,AT 700 FEET,27.1816991666667,-80.2212933333333
318,2024-03-30,KENTUCKY,COVINGTON,"PRELIM INFO FROM FAA OPS: COVINGTON, KY/UAS SIGHTING/1800E/CINCINNATI ATCT ADVISED, CESSNA C172, REPORTED A UAS 200 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE SSW BOUND AT 2,500 FEET 10 SE CVG. NO EVASIVE ACTION TAKEN. CINCINNATI ARPT PD NOTIFIED.",CVG,SSW BOUND,1800E,CINCINNATI ATCT,,10 SE CVG,"AT 2,500 FEET",39.0488375,-84.6678208333333
319,2024-03-31,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/0948E/CHARLOTTE TRACON ADVISED, CRJ9, MYR - CLT, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 9,500 FEET 40 WNW CLT. NO EVASIVE ACTION TAKEN. UNION COUNTY SHERIFF NOTIFIED.",MYR,NW BOUND,0948E,CHARLOTTE TRACON,MYR - CLT,40 WNW CLT,"AT 9,500 FEET",33.6797411111111,-78.9283213888889
320,2024-03-31,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0957E/LAGUARDIA ATCT ADVISED, A20N, MCO - LGA, REPORTED A SILVER UAS 50 FEET ABOVE ACFT WHILE SW BOUND AT 1,500 FEET 4 NE LGA. NO EVASIVE ACTION TAKEN. PUBLIC USE PD17, HELO, NOTIFIED.",MCO,SW BOUND,0957E,LAGUARDIA ATCT,MCO - LGA,4 NE LGA,"AT 1,500 FEET",28.4293888888889,-81.309
321,2024-03-15,PR,MAYAGUEZ,"PRELIM INFO FROM FAA OPS: MAYAGUEZ, PUERTO RICO/UAS SIGHTING/1143L/SAN JUAN CERAP ADVISED, CESSNA C208, LA ROMANA, DOMINICAN REPUBLIC (MDLR) - SJU, REPORTED A UAS 300-400 FEET OFF THE RIGHT WING WHILE E BOUND AT 9,000 FEET 10 S MAYAGUEZ (TJMZ). NO EVASIVE ACTION TAKEN. MAYAGUEZ PD (OPERATOR RODRIGUEZ) NOTIFIED.",OFF,E BOUND,1143L,SAN JUAN CERAP,"LA ROMANA, DOMINICAN REPUBLIC (MDLR) - SJU",10 S MAYAGUEZ (TJMZ),"AT 9,000 FEET",41.1193288888889,-95.9085169444444
322,2024-03-31,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1210E/ATLANTA TRACON ADVISED, B712, MYR - ATL, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 5,000 FEET 20 SE ATL. NO INJURIES REPORTED. HENRY COUNTY PD NOTIFIED.",MYR,N BOUND,1210E,ATLANTA TRACON,MYR - ATL,20 SE ATL,"AT 5,000 FEET",33.6797411111111,-78.9283213888889
323,2024-03-31,CALIFORNIA,FRESNO,"PRELIM INFO FROM FAA OPS: FRESNO, CA/UAS SIGHTING/0920P/FRESNO ATCT ADVISED, CESSNA C425, CCR - VIS, REPORTED A BLACK UAS 300 FEET BELOW ACFT WHILE SE BOUND AT 8,000 FEET 10 WNW FAT. NO EVASIVE ACTION TAKEN. ATTEMPTED TO NOTIFY FRESNO PD BUT WAS PLACED ON HOLD.",CCR,SE BOUND,0920P,FRESNO ATCT,CCR - VIS,10 WNW FAT,"AT 8,000 FEET",37.9896566666667,-122.056902222222
324,2024-03-31,NEW JERSEY,CALDWELL,"PRELIM INFO FROM FAA OPS: CALDWELL, NJ/UAS SIGHTING/1156E/MCGUIRE APCH ADVISED, CESSNA C172, CDW - UNKN, REPORTED A BLACK UAS 3,000 ABOVE CDW ARPT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",CDW,,1156E,MCGUIRE APCH,CDW - UNKN,,,40.8752247222222,-74.2813502777778
325,2024-03-31,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1420E/PHILADELPHIA ATCT ADVISED, A20N, TPA - PHL, REPORTED A UAS WHILE W BOUND AT 1,800 FEET 4 E PHL. NO EVASIVE ACTION TAKEN. PHL ARPT PD NOTIFIED.",TPA,W BOUND,1420E,PHILADELPHIA ATCT,TPA - PHL,4 E PHL,"AT 1,800 FEET",27.9754722222222,-82.53325
