,Day of Sighting,x,y,z,State,City,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates,latitude,longitude,alt_meters
3667,10/12/2020,-1261693.9683938308,-4758837.701830259,4041305.8725541173,WYOMING,LARAMIE,,APA,SW BOUND,1055M,DENVER ARTCC,APA - APA,20 SW LARAMIE,,KAPA,medium_airport,5885.0,,US,US-CO,Denver,KAPA,APA,KAPA,APA,"39.57009888, -104.848999",39.57009888,-104.848999,0.0
3668,10/12/2020,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,W BOUND,1329C,HOUSTON TRACON,LAS - IAH,,"AT 1,900 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
3669,10/12/2020,-769580.5059462583,-5201159.398821019,3598478.605609203,TEXAS,HOUSTON,,LAW,W BOUND,1842C,HOUSTON ATCT,SFO - IAH,1 N HOUSTON,"AT 3,800 FEET",KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
3670,10/13/2020,-2729.1516836052456,-5525904.360113052,3174443.3568640826,NEW YORK,NEW YORK,,NEW,,1720E,JFK ATCT,"LONDON, UK (EGLL) - JFK",,,KNEW,medium_airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316",30.042400360107,-90.028297424316,0.0
3671,10/14/2020,-1241829.507731127,-4742677.971129063,4066210.206869713,TEXAS,DALLAS-FORT WORTH,,DEN,S BOUND,1108C,DFW ATCT,DEN - DFW,,"AT 2,500 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
3672,10/14/2020,667806.5665590948,-5219837.740713112,3591798.1014965763,CALIFORNIA,VAN NUYS,,AND,SSE BOUND,0930P,VAN NUYS ATCT,HHR - VNY,1 N VNY,"AT 1,500 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
3673,10/14/2020,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,,1345P,LAX ATCT,RCTP - LAX,7 NW LAX,,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
3674,10/14/2020,812989.9627716782,-5449208.796260325,3202604.808738034,FLORIDA,JACKSONVILLE,,CRG,,1658E,JACKSONVILLE EXECUTIVE FCT,,3 SW CRG,"AT 1,000 FEET",KCRG,medium_airport,41.0,,US,US-FL,Jacksonville,KCRG,CRG,KCRG,CRG,"30.3362998962, -81.51439666750001",30.3362998962,-81.51439666750001,0.0
3675,10/14/2020,2634523.713989446,2285381.7400523326,5322221.661684826,ARIZONA,PHOENIX,,IWA,NORTHWEST BOUND,1715M,,,,,UUBI,medium_airport,410.0,EU,RU,RU-IVA,Ivanovo,UUBI,IWA,UUBI,,"56.93939971923828, 40.940799713134766",56.93939971923828,40.940799713134766,0.0
3676,10/14/2020,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,,2055P,DEN,,,AT 400 FEET,KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
3677,10/15/2020,171621.5810516924,-4672801.056657807,4323210.118917242,FLORIDA,ORLANDO,,MKE,,1140E,ORLANDO ATCT,MKE - MCO,7 N MCO,"AT 2,500 FEET",KMKE,large_airport,723.0,,US,US-WI,Milwaukee,KMKE,MKE,KMKE,MKE,"42.947201, -87.896599",42.947201,-87.896599,0.0
3678,10/15/2020,969124.2558051512,-5664017.281574512,2758451.8825182947,FLORIDA,ORLANDO,,MIA,,1140E,ORLANDO ATCT,MIA - MCO,7 N MCO,"AT 2,500 FEET",KMIA,large_airport,8.0,,US,US-FL,Miami,KMIA,MIA,KMIA,MIA,"25.79319953918457, -80.29060363769531",25.79319953918457,-80.29060363769531,0.0
3679,10/15/2020,-2309663.0271417983,-3652075.2855080604,4675585.693572231,WASHINGTON,SEATTLE,,SEA,SSE BOUND,1044P,SEATTLE TRACON,,17 WNW SEA,"AT 2,000 FEET",KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
3680,10/15/2020,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,W BOUND,1248C,HOUSTON ATCT,MIA - IAH,6 E IAH,"AT 1,400 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
3681,10/15/2020,980898.0040237573,-5617742.624263917,2846895.874834131,FLORIDA,WEST PALM BEACH,,PBI,W BOUND,1550E,WEST PALM BEACH ATCT,,,"AT 3,700 FEET",KPBI,large_airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,KPBI,PBI,"26.683201, -80.095596",26.683201,-80.095596,0.0
3682,10/15/2020,1020302.2268381763,-5214154.400308791,3516937.4502092013,SOUTH CAROLINA,MYRTLE BEACH,,MYR,S BOUND,2115E,MYRTLE BEACH ATCT,,2 N MYR,"AT 2,000 FEET",KMYR,medium_airport,25.0,,US,US-SC,Myrtle Beach,KMYR,MYR,KMYR,MYR,"33.679699, -78.928299",33.679699,-78.928299,0.0
3683,10/16/2020,1321178.1819014656,-4659228.444613047,4136591.3455323847,ARIZONA,PHOENIX,,EWR,S BOUND,,PHOENIX TRACON,EWR - PHX,,"AT 5,000 FEET",KEWR,large_airport,18.0,,US,US-NJ,Newark,KEWR,EWR,KEWR,EWR,"40.692501, -74.168701",40.692501,-74.168701,0.0
3684,10/16/2020,969124.2558051512,-5664017.281574512,2758451.8825182947,FLORIDA,MIAMI,,MIA,,1510E,MIAMI ARTCC,CLT - MIA,,"AT 16,000 FEET",KMIA,large_airport,8.0,,US,US-FL,Miami,KMIA,MIA,KMIA,MIA,"25.79319953918457, -80.29060363769531",25.79319953918457,-80.29060363769531,0.0
3685,10/17/2020,-656833.8325285534,-5320307.282765238,3444354.335294477,TEXAS,DALLAS-FORT WORTH,,DFW,WSW BOUND,0928C,,DTW - LAX,35 NE DFW,"AT 6,000 FEET",KDFW,large_airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,KDFW,DFW,"32.896801, -97.038002",32.896801,-97.038002,0.0
3686,10/17/2020,-495337.0869501024,-4786325.091244639,4172413.7780925957,NEW JERSEY,ROBBINSVILLE,,OFF,NNE BOUND,1235E,MCGUIRE APCH,,2 N RBV,"AT 3,000 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
3687,10/17/2020,1405669.1312123798,-4626659.039314886,4145231.911351412,NEW YORK,NEW YORK,,ISP,S BOUND,1448E,BOSTON ARTCC,ISP - BWI,7 SE LONG ISLAND MAC ARTHUR ARPT,"AT 17,000 FEET",KISP,medium_airport,99.0,,US,US-NY,Islip,KISP,ISP,KISP,ISP,"40.79520035, -73.10019684",40.79520035,-73.10019684,0.0
3688,10/17/2020,-1991031.911352558,-3819202.0642632362,4688493.541055123,WASHINGTON,MOSES LAKE,,GEG,NE BOUND,1200P,MOSES LAKE ATCT,GEG - ELN,10 SSE MWH,"AT 5,000 FEET",KGEG,medium_airport,2376.0,,US,US-WA,Spokane,KGEG,GEG,KGEG,GEG,"47.6199, -117.533997",47.6199,-117.533997,0.0
3689,10/17/2020,601588.8564382414,-5331360.328978432,3437395.4809509777,NEW YORK,NEW YORK,,MAC,SW BOUND,1820E,NEW YORK TRACON,,15 SE LONG ISLAND MAC ARTHUR AIRPORT,"AT 1,500 FEET",KMAC,small_airport,437.0,,US,US-GA,Macon,KMAC,MAC,KMAC,MAC,"32.82210159, -83.56199646",32.82210159,-83.56199646,0.0
3690,10/17/2020,-495337.0869501024,-4786325.091244639,4172413.7780925957,IDAHO,BOISE,,OFF,W BOUND,1628M,BOISE ATCT,,,,KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
3691,10/17/2020,667806.5665590948,-5219837.740713112,3591798.1014965763,COLORADO,DENVER,,AND,,1635M,DENVER MOUNTAIN METRO ATCT,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
3692,10/17/2020,-656833.8325285534,-5320307.282765238,3444354.335294477,TEXAS,DALLAS-FORT WORTH,,DFW,S BOUND,1736C,,HSV - DFW,16 N DFW,"AT 4,500 FEET",KDFW,large_airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,KDFW,DFW,"32.896801, -97.038002",32.896801,-97.038002,0.0
3693,10/18/2020,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,E BOUND,1242C,HOUSTON TRACON,MFE - IAH,9 ESE HOUSTON,"AT 4,500 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
3694,10/18/2020,-2454014.598515506,-4777046.091509876,3429143.4312611683,TEXAS,SAN ANTONIO,,SAN,WSW BOUND,1451C,SAN ANTONIO TRACON,,8 SW SAT,"AT 13,500 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
3695,10/18/2020,1179958.9148893147,-4720341.77019127,4110091.5800189194,PENNSYLVANIA,READING,,RDG,,1716E,READING ATCT,RDG - UNKN,1 S READING,AT 800 FEET,KRDG,medium_airport,344.0,,US,US-PA,Reading,KRDG,RDG,KRDG,RDG,"40.378502, -75.965202",40.378502,-75.965202,0.0
3696,10/19/2020,-1932340.1947870038,-5050231.843722225,3371239.414032685,ARIZONA,TUCSON,,TUS,ESE BOUND,1238M,TUCSON ATCT,LAS - TUS,,AT 600 FEET,KTUS,medium_airport,2643.0,,US,US-AZ,Tucson,KTUS,TUS,KTUS,TUS,"32.115004, -110.938053",32.115004,-110.938053,0.0
3697,10/20/2020,-2456900.576165923,-2604739.6070917845,5260522.784078648,TEXAS,HOUSTON,,TKI,,1530C,HOUSTON TRACON,HOU - TKI,8 SW IAH,,57A,seaplane_base,,,US,US-AK,Tokeen,,TKI,57A,57A,"55.9370994568, -133.32699585",55.9370994568,-133.32699585,0.0
3698,10/20/2020,-191432.70198928693,-5380417.764134104,3408342.473939972,LOUISIANA,SHREVEPORT,,MLU,W BOUND,1636C,SHREVEPORT ATCT,MLU - FTW,2 W SHREVEPORT,"AT 4,500 FEET",KMLU,medium_airport,79.0,,US,US-LA,Monroe,KMLU,MLU,KMLU,MLU,"32.510899, -92.037697",32.510899,-92.037697,0.0
3699,10/20/2020,-1926404.1433544965,-5049247.745098314,3376074.6291204733,ARIZONA,TUCSON,,DMA,W BOUND,1446M,TUCSON TRACON,,7 NE OF DMA,"AT 9,000 FEET",KDMA,medium_airport,2704.0,,US,US-AZ,Tucson,KDMA,DMA,KDMA,DMA,"32.1665000916, -110.883003235",32.1665000916,-110.883003235,0.0
3700,10/20/2020,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,,1801P,LOS ANGELES ATCT ,PHX - LAX,,,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
3701,10/20/2020,-2309663.0271417983,-3652075.2855080604,4675585.693572231,CALIFORNIA,SAN FRANCISCO,,SEA,SE BOUND,1818P,NORCAL TRACON,SEA - SJC,8 SSE SFO,"AT 10,000 FEET",KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
3702,10/20/2020,-2193330.55848725,-4671257.253408044,3735670.896883552,NEVADA,LAS VEGAS,,LAS,,1830P,LAS VEGAS ATCT,,,AT 50 FEET,KLAS,large_airport,2181.0,,US,US-NV,Las Vegas,KLAS,LAS,KLAS,LAS,"36.083361, -115.151817",36.083361,-115.151817,0.0
3703,10/20/2020,-2483622.857626702,-4697089.870401489,3516568.4290128825,CALIFORNIA,SANTA ANA,,SNA,E BOUND,1935P,JOHN WAYNE ATCT,,6 E SNA,"AT 1,000 FEET",KSNA,large_airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996",33.675701,-117.867996,0.0
3704,10/21/2020,615584.8327791623,-5260534.1641878765,3541740.73777632,GEORGIA,ATLANTA,,AHN,,0819E,,PDK - AHN,,AT 500 FEET,KAHN,medium_airport,808.0,,US,US-GA,Athens,KAHN,AHN,KAHN,AHN,"33.948842, -83.325634",33.948842,-83.325634,0.0
3705,10/21/2020,-2456102.0979129137,-4690709.531492439,3544119.7494348227,CALIFORNIA,ONTARIO,,CNO,E BOUND,1554P,CHINO ATC T,CNO - CNO,5 WNW PARADISE VOR,"AT 1,400 FEET",KCNO,small_airport,650.0,,US,US-CA,Chino,KCNO,CNO,KCNO,CNO,"33.97470093, -117.637001",33.97470093,-117.637001,0.0
3706,10/21/2020,-2518688.118784678,-4640778.231371781,3565716.052374479,CALIFORNIA,VAN NUYS,,VNY,S BOUND,1641P,VAN NUYS ATCT,VNY - VNY,,"AT 1,400 FEET",KVNY,medium_airport,802.0,,US,US-CA,Van Nuys,KVNY,VNY,KVNY,VNY,"34.209800720215, -118.48999786377",34.209800720215,-118.48999786377,0.0
3707,10/21/2020,-2309663.0271417983,-3652075.2855080604,4675585.693572231,CALIFORNIA,OAKLAND,,SEA,WNW BOUND,1940P,OAKLAND ATCT,SEA - OAK,2 ESE OAK,AT 500 FEET,KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
3708,10/21/2020,679138.2647933644,-4742085.958183984,4196822.449123051,INDIANA,INDIANAPOLIS,,CLE,SW BOUND,2318E,INDIANAPOLIS APCH,CLE - IND,3 NE IND,"AT 1,600 FEET",KCLE,large_airport,791.0,,US,US-OH,Cleveland,KCLE,CLE,KCLE,CLE,"41.411701, -81.8498",41.411701,-81.8498,0.0
3709,10/22/2020,1117828.584070213,-5087903.057714414,3667923.4464107305,NORTH CAROLINA,KINSTON,,ISO,NNW BOUND,1323E,WASHINGTON ARTCC,,,"AT 2,000 FEET",KISO,medium_airport,93.0,,US,US-NC,Kinston,KISO,ISO,KISO,ISO,"35.331401825, -77.60880279540001",35.331401825,-77.60880279540001,0.0
3710,10/22/2020,-2594476.2496777256,-4267501.199949905,3953783.4483203897,CALIFORNIA,SACRAMENTO,,MHR,NNW BOUND,1150P,NORCAL TRACON,,8 NNE MHR,"AT 5,500 FEET",KMHR,medium_airport,98.0,,US,US-CA,Sacramento,KMHR,MHR,KMHR,MHR,"38.554744, -121.297989",38.554744,-121.297989,0.0
3711,10/22/2020,-639897.0848025407,-5325384.1758897435,3439724.834987925,TEXAS,DALLAS,,DAL,SE BOUND,1547C,DALLAS LOVE ATCT,,5 NNW OF DAL,"AT 1,500 FEET",KDAL,medium_airport,487.0,,US,US-TX,Dallas,KDAL,DAL,KDAL,DAL,"32.847099, -96.851799",32.847099,-96.851799,0.0
3712,10/23/2020,493491.7686550205,-4874750.809793299,4069678.1901646717,OHIO,APPLETON,,DAY,W BOUND,1150E,INDIANAPOLIS ARTCC,PHL - DAY,85 W APPLETON,"AT 16,000 FEET",KDAY,medium_airport,1009.0,,US,US-OH,Dayton,KDAY,DAY,KDAY,DAY,"39.902401, -84.219398",39.902401,-84.219398,0.0
3713,10/23/2020,-2454014.598515506,-4777046.091509876,3429143.4312611683,PUERTO RICO,SAN JUAN,,SAN,,1405L,FERNANDO LUIS RIBAS DOMINICCI ATCT,,,,KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
3714,10/23/2020,980898.0040237573,-5617742.624263917,2846895.874834131,FLORIDA,WEST PALM BEACH,,PBI,E BOUND,1457E,PALM BEACH APCH,DAL - PBI,15 W PALM BEACH,"AT 2,000 FEET",KPBI,large_airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,KPBI,PBI,"26.683201, -80.095596",26.683201,-80.095596,0.0
3715,10/23/2020,927125.3112340131,-5279808.313679432,3444522.0416676034,NORTH CAROLINA,GREENVILLE,,CHS,SW BOUND,1700E,SEYMORE JOHNSON ATCT,ABE - CHS,,"AT 6,000 FEET",KCHS,medium_airport,46.0,,US,US-SC,Charleston,KCHS,CHS,KCHS,CHS,"32.898602, -80.040497",32.898602,-80.040497,0.0
3716,10/23/2020,-1928213.0579853144,-4852533.7743307995,3650442.8809516225,ARIZONA,PHOENIX,,FLG,NNW BOUND,1805M,DEER VALLEY ATCT,DVT - FLG,1 W DVT,"AT 2,000 FEET",KFLG,medium_airport,7014.0,,US,US-AZ,Flagstaff,KFLG,FLG,KFLG,FLG,"35.1385, -111.670998",35.1385,-111.670998,0.0
3717,10/24/2020,605450.0037553766,-4855246.03378775,4077815.5398718775,FLORIDA,WEST PALM BEACH,,CMH,S BOUND,1139E,PALM BEACH TRACON,"CMH - BCT, REPORTED A WHITE, BLACK",,"AT 4,000 FEET",KCMH,large_airport,815.0,,US,US-OH,Columbus,KCMH,CMH,KCMH,CMH,"39.998001, -82.891899",39.998001,-82.891899,0.0
3718,10/24/2020,1006070.1002701638,-5075212.904504981,3717195.880913558,NORTH CAROLINA,DURHAM,,RDU,S BOUND,1140E,RALEIGH ATCT,,10 S RDU,"AT 2,200 FEET",KRDU,large_airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,KRDU,RDU,"35.877602, -78.787498",35.877602,-78.787498,0.0
3719,10/24/2020,-396741.33177665895,-4938798.817936288,4002936.8956782673,MISSOURI,KANSAS CITY,,MKC,NE BOUND,1045C,CHARLES B WHEELER DOWNTOWN ATCT,"CHARLES B WHEELER DOWNTON ARPT, KANSAS CITY, MO (MKC) - MKC, REPORTED A DARK COLORED, MEDIUM SIZED",8 SW MKC,AT 800 FEET,KMKC,medium_airport,759.0,,US,US-MO,Kansas City,KMKC,MKC,KMKC,MKC,"39.123199, -94.592796",39.123199,-94.592796,0.0
3720,10/24/2020,2814431.8700323687,884358.2018765515,5635906.827759872,ARIZONA,SCOTTSDALE,,SDL,NNE BOUND,1045M,SCOTTSDALE ATCT,,4 SW SCOTTSDALE (SDL),"AT 3,000 FEET",ESNN,medium_airport,16.0,EU,SE,SE-Y,Sundsvall/ Härnösand,ESNN,SDL,ESNN,,"62.528099060058594, 17.443899154663086",62.528099060058594,17.443899154663086,0.0
3721,10/24/2020,901517.1140110844,-5080243.062076868,3736965.671810537,NORTH CAROLINA,GREENSBORO,,GSO,ENE BOUND,1501E,GREENSBORO ATCT,,11 WNW GSO,"AT 6,000 FEET",KGSO,medium_airport,925.0,,US,US-NC,Greensboro,KGSO,GSO,KGSO,GSO,"36.097801, -79.937302",36.097801,-79.937302,0.0
3722,10/24/2020,173608.36681863395,-4745414.516439142,4243837.110751165,ILLINOIS,CHICAGO,,ORD,E BOUND,1509C,CHICAGO TRACON,ORD - SBN,10 E ORD,"AT 6,000 FEET",KORD,large_airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048",41.9786,-87.9048,0.0
3723,10/24/2020,-1261693.9683938308,-4758837.701830259,4041305.8725541173,COLORADO,DENVER,,APA,NW BOUND,1428M,CENTENNIAL ATCT,IAH - SAT,,"AT 3,000 FEET",KAPA,medium_airport,5885.0,,US,US-CO,Denver,KAPA,APA,KAPA,APA,"39.57009888, -104.848999",39.57009888,-104.848999,0.0
3724,10/24/2020,-495337.0869501024,-4786325.091244639,4172413.7780925957,TEXAS,HOUSTON,,OFF,W BOUND,1557C,IAH ATCT,"DOHA, QATAR (OTHH) - IAH",7 ENE IAH,"AT 2,300 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
3725,10/24/2020,-708452.1322544299,-5094764.5189340785,3758575.99509288,MASSACHUSETTS,BOSTON,,END,,1722E,BOSTON ATCT,,,,KEND,medium_airport,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496",36.339199,-97.916496,0.0
3726,10/25/2020,-2729.1516836052456,-5525904.360113052,3174443.3568640826,NEW JERSEY,NEWARK,,NEW,N BOUND,0945E,NEWARK ATCT,,6 E NEWARK,AT 400 FEET,KNEW,medium_airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316",30.042400360107,-90.028297424316,0.0
3727,10/25/2020,1037968.7444293384,-4731504.30423297,4135319.606695945,NEW JERSEY,NEWARK,,RED,E BOUND,1917E,NEWARK ATCT,,,"AT 1,600 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
3728,10/25/2020,541818.4655813433,-5149873.1698394,3711205.63543643,SOUTH CAROLINA,CHARLESTON,,TYS,,,CHARLESTON ATCT,TYS - JZI,,,KTYS,medium_airport,981.0,,US,US-TN,Alcoa,KTYS,TYS,KTYS,TYS,"35.811001, -83.994003",35.811001,-83.994003,0.0
3729,10/25/2020,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,E BOUND,1255C,HOUSTON INTERCONTINENTAL ATCT,ORD - IAH,,AT 300 FEET,KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
3730,10/25/2020,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,W BOUND,1309P,LOS ANGELES ATCT,SFO - LAX,6 E LAX,"AT 2,400 FEET",KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
3731,10/25/2020,-769580.5059462583,-5201159.398821019,3598478.605609203,KENTUCKY,COVINGTON,,LAW,,1646E,COVINGTON ATCT,CVG - CLT,,,KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
3732,10/25/2020,-2309663.0271417983,-3652075.2855080604,4675585.693572231,WASHINGTON,SEATTLE,,SEA,NNW BOUND,1559P,SEATTLE TRACON,ATL - SEA,10 SSE SEA,AT 500 FEET,KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
3733,10/25/2020,-2367123.3275473886,-4746261.837906993,3530770.5176263386,CALIFORNIA,PALM SPRINGS,,PSP,SSW BOUND,1705P,SOCAL TRACON,PAE - PSP,,"AT 3,500 FEET",KPSP,medium_airport,477.0,,US,US-CA,Palm Springs,KPSP,PSP,KPSP,PSP,"33.8297, -116.507004",33.8297,-116.507004,0.0
3734,10/26/2020,493491.7686550205,-4874750.809793299,4069678.1901646717,FLORIDA,ST PETERSBURG-CLEARWATER,,DAY,,1155E,ST PETERSBURG ATCT,DAY - PIE,,AT 700 FEET,KDAY,medium_airport,1009.0,,US,US-OH,Dayton,KDAY,DAY,KDAY,DAY,"39.902401, -84.219398",39.902401,-84.219398,0.0
3735,10/26/2020,821199.6189342429,-5151732.709206635,3657289.5608440684,NORTH CAROLINA,CHARLOTTE,,CLT,N BOUND,1317E,CHARLOTTE ATCT,BWI - CLT,,,KCLT,large_airport,748.0,,US,US-NC,Charlotte,KCLT,CLT,KCLT,CLT,"35.2140007019043, -80.94309997558594",35.2140007019043,-80.94309997558594,0.0
3736,10/26/2020,-495337.0869501024,-4786325.091244639,4172413.7780925957,LOUISIANA,GONZALES,,OFF,W BOUND,1349C,BATON ROUGE TRACON,,10 S GONZALES,"AT 6,000 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
3737,10/26/2020,257704.0699743573,-5502571.974279439,3204173.728499984,ALABAMA,MOBILE,,NPA,W BOUND,1522C,MOBILE ATCT,NPA - NPA,24 SSE MOBILE,"AT 5,500 FEET",KNPA,medium_airport,28.0,,US,US-FL,Pensacola,KNPA,NPA,KNPA,NPA,"30.352699, -87.318604",30.352699,-87.318604,0.0
3738,10/27/2020,506338.64158246346,-5274250.959495614,3538663.121527142,GEORGIA,MARIETTA,,MGE,,1518E,DOBBINS AIR RESERVE BASE ATCT,,,,KMGE,medium_airport,1068.0,,US,US-GA,Marietta,KMGE,MGE,KMGE,MGE,"33.915401, -84.516296",33.915401,-84.516296,0.0
3739,10/27/2020,-2508216.777454082,-4647303.301565725,3564606.1988622034,CALIFORNIA,BURBANK,,BUR,N BOUND,1525P,BURBANK ATCT,,3 ESE BUR,"AT 1,400 FEET",KBUR,medium_airport,778.0,,US,US-CA,Burbank,KBUR,BUR,KBUR,BUR,"34.197703, -118.356378",34.197703,-118.356378,0.0
3740,10/27/2020,-2045381.899364975,-4152556.1473632427,4373149.078926206,IDAHO,BOISE,,BOI,S BOUND,1755M,BOISE ATCT,,5 NE BOI,"AT 6,000 FEET",KBOI,medium_airport,2871.0,,US,US-ID,Boise,KBOI,BOI,KBOI,BOI,"43.5644, -116.223",43.5644,-116.223,0.0
3741,10/27/2020,-715306.687853423,-5038869.158286102,3831426.740321764,NEBRASKA,OMAHA,,ANY,,1930C,OMAHA ATCT,,,,KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
3742,10/28/2020,-1809999.759405166,-4484443.026800817,4144698.850798075,MONTANA,BOZEMAN,,SLC,SE BOUND,0647M,BOZEMAN FCT,BZN - SLC,2 NE BZN,"AT 7,000 FEET",KSLC,large_airport,4227.0,,US,US-UT,Salt Lake City,KSLC,SLC,KSLC,SLC,"40.78886, -111.979866",40.78886,-111.979866,0.0
3743,10/28/2020,717923.5248488766,-5594508.772675662,2967714.9476155965,FLORIDA,ST PETERSBURG-CLEARWATER,,PIE,,1000E,PIE ATCT,,1 W PIE,"AT 1,000 FEET",KPIE,medium_airport,11.0,,US,US-FL,Pinellas Park,KPIE,PIE,KPIE,PIE,"27.9102, -82.687401",27.9102,-82.687401,0.0
3744,10/29/2020,270048.29452862026,-5495198.023791819,3215713.345088072,FLORIDA,PENSACOLA,,PNS,NW BOUND,1255C,PENSACOLA TRACON,PNS - MCO,8 NW PNS,"AT 5,600 FEET",KPNS,medium_airport,121.0,,US,US-FL,Pensacola,KPNS,PNS,KPNS,PNS,"30.4734, -87.1866",30.4734,-87.1866,0.0
