,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude
3888,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/0833E/BOSTON ATCT ADVISED, E190, SYR - BOS, REPORTED A SMALL WHITE UAS AT THE 9 O'CLOCK POSITION WHILE W BOUND AT 800 FEET 2 E BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",2023-05-14,SYR,W BOUND,0833E,BOSTON ATCT,SYR - BOS,2 E BOS,AT 800 FEET
3890,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1236E/DCA ATCT ADVISED, A319, BOS - DCA, REPORTED A SMALL BLACK UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET 11 SE DCA. NO EVASIVE ACTION TAKEN. PRINCE GEORGE COUNTY PD NOTIFIED.",2023-05-14,DCA,S BOUND,1236E,DCA ATCT,BOS - DCA,11 SE DCA,"AT 4,000 FEET"
3891,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1415C/MIDWAY ATCT ADVISED, A20N, LAS - MDW, REPORTED BLACK AND WHITE UAS AT SAME ALTITUDE ON THE LEFT SIDE WHILE ON 1 MILE FINAL RUNWAY 4R AT 800 FEET. NO EVASIVE ACTION REPORTED. MIDWAY COMMUNICATION CENTER NOTIFIED.",2023-05-14,AND,,1415C,MIDWAY ATCT,LAS - MDW,,
3892,,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS SIGHTING/1627E/CLEVELAND ATCT ADVISED, E75L, DCA - CLE, REPORTED A UAS WHILE SW BOUND AT 5,500 FEET 5 SE CLE. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2023-05-14,CLE,SW BOUND,1627E,CLEVELAND ATCT,DCA - CLE,5 SE CLE,"AT 5,500 FEET"
3893,,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS SIGHTING/1356P/LOS ANGELES ARTCC ADVISED, A20N, LAX - MCI, REPORTED A BLACK AND RED UAS PASS UNDER  ACFT AT THE 1 O'CLOCK POSITION WHILE NE BOUND AT FL190 10 NNW POMONA VORTAC. NO EVASIVE ACTION REPORTED. LA COUNTY SHERIFF NOTIFIED.",2023-05-14,MCI,NE BOUND,1356P,LOS ANGELES ARTCC,LAX - MCI,10 NNW POMONA VORTAC,
3894,,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1847E/POTOMAC TRACON ADVISED, HELO, REPORTED A BLACK UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 1,200 FEET 9 SW RIC. NO INJURIES REPORTED. CHESTERFIELD COUNTY PD NOTIFIED.",2023-05-14,RIC,S BOUND,1847E,POTOMAC TRACON,,9 SW RIC,"AT 1,200 FEET"
3895,,NORTH CAROLINA,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/1415E/WILMINGTON ATCT ADVISED, A319, CLT - ILM, REPORTED A WHITE AND GRAY QUADCOPTER OFF LEFT SIDE WHILE ENE BOUND AT 1,400 FEET 4 WSW ILM. NO EVASIVE ACTION TAKEN. NEW HANOVER COUNTY SHERIFF NOTIFICATION NUMBER NOT PROVIDED.",2023-05-15,AND,ENE BOUND,1415E,WILMINGTON ATCT,CLT - ILM,4 WSW ILM,"AT 1,400 FEET"
3896,,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/LATE REPORT-1423E/NEW YORK TRACON ADVISED, A320, EWR - FLL, REPORTED A UAS WHILE SW BOUND AT 1,700 FEET 5 SW EWR. NO EVASIVE ACTION REPORTED. NYPD AVIATION NOTIFIED.",2023-05-15,FLL,SW BOUND,,NEW YORK TRACON,EWR - FLL,5 SW EWR,"AT 1,700 FEET"
3897,,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1340C/SAN ANTONIO ATCT ADVISED, B737, HOU - SAT, REPORTED A RED UAS WHILE W BOUND AT 6,000 FEET ON APPROACH TO RUNWAY 13R. NO EVASIVE ACTION REPORTED. SAN ANTONIO PD NOTIFIED.",2023-05-15,HOU,W BOUND,1340C,SAN ANTONIO ATCT,HOU - SAT,,"AT 6,000 FEET"
3898,,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1625E/NEWARK ATCT ADVISED, B739, PANAMA CITY, PANAMA (MPTO) - EWR, REPORTED A UAS AT THE 2 O'CLOCK POSITION WHILE S BOUND AT 4,000 FEET ON FINAL FOR RUNWAY 22L. NO EVASIVE ACTION REPORTED. PORT AUTHORITY POLICE NOTIFIED.",2023-05-15,EWR,S BOUND,1625E,NEWARK ATCT,"PANAMA CITY, PANAMA (MPTO) - EWR",,"AT 4,000 FEET"
3899,,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1225M/PHOENIX TRACON ADVISED, E170, SLC - PHX, REPORTED UAS AT THE 9 O'CLOCK POSITION WHILE S BOUND AT 5,800 FEET 15 WNW PHOENIX VOR. NO EVASIVE ACTION TAKEN. PHOENIX INTL ARPT PD NOTIFIED.",2023-05-15,SLC,S BOUND,1225M,PHOENIX TRACON,SLC - PHX,15 WNW PHOENIX VOR,"AT 5,800 FEET"
3900,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1610E/NEW YORK TRACON ADVISED, B748, JFK - ORD, REPORTED UAS AT THE 9 O'CLOCK POSITION WHILE NE BOUND AT 6,000 FEET 5 E JFK. NO EVASIVE ACTION TAKEN. NASSAU PD NOTIFIED.",2023-05-15,ORD,NE BOUND,1610E,NEW YORK TRACON,JFK - ORD,5 E JFK,"AT 6,000 FEET"
3901,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1100E/NEW YORK TRACON ADVISED, CRJ9, LGA - RDU, REPORTED A UAS WHILE WSW BOUND AT 3,200 FEET 4 W LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD AVIATION UNIT NOTIFIED.",2023-05-16,LGA,WSW BOUND,1100E,NEW YORK TRACON,LGA - RDU,4 W LGA,"AT 3,200 FEET"
3902,,WEST VIRGINIA,MARTINSBURG,"PRELIM INFO FROM FAA OPS: MARTINSBURG, WV/UAS SIGHTING/1217E/POTOMAC TRACON ADVISED, CESSNA C172, JYO - JYO, REPORTED A UAS WHILE E BOUND AT 1,700 FEET 8 WNW MRB. NO EVASIVE ACTION TAKEN. BERKLEY COUNTY SHERIFF NOTIFIED.",2023-05-16,MRB,E BOUND,1217E,POTOMAC TRACON,JYO - JYO,8 WNW MRB,"AT 1,700 FEET"
3903,,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1225M/DENVER TRACON ADVISED, A319, RIC - DEN, REPORTED A UAS FROM 500 FEET BELOW THE 3 O'CLOCK POSITION WHILE W BOUND AT 10,000 FEET 15 W DEN. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT PD NOTIFIED.",2023-05-16,DEN,W BOUND,1225M,DENVER TRACON,RIC - DEN,15 W DEN,"AT 10,000 FEET"
3904,,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1144P/NORTH LAS VEGAS ATCT ADVISED, DIAMOND DV20, VGT - VGT, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE ESE BOUND AT 2,700 FEET 10 NNW LAS. NO EVASIVE ACTION TAKEN. LAS VEGAS METRO PD NOTIFIED.",2023-05-16,VGT,ESE BOUND,1144P,NORTH LAS VEGAS ATCT,VGT - VGT,10 NNW LAS,"AT 2,700 FEET"
3905,,CALIFORNIA,SALINAS,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS SIGHTING/1607P/NORCAL TRACON ADVISED, CESSNA C172, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 4 SSE SNS. NO EVASIVE ACTION TAKEN. MONTEREY COUNTY SHERIFF NOTIFIED.",2023-05-16,SNS,E BOUND,1607P,NORCAL TRACON,,4 SSE SNS,"AT 1,000 FEET"
3906,,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/2134C/MINNEAPOLIS ATCT ADVISED, BELL B407, REPORTED A UAS WHILE N BOUND AT 2,000 FEET 5 NNW MSP. NO EVASIVE ACTION TAKEN. MN STATE PD NOTIFIED.",2023-05-16,MSP,N BOUND,2134C,MINNEAPOLIS ATCT,,5 NNW MSP,"AT 2,000 FEET"
3907,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/0843E/DETROIT ATCT ADVISED, CRJ9, SDF - DTW, REPORTED A UAS FROM THE RIGHT SIDE WHILE NE BOUND AT 3,500 FEET 4 SW DTW. NO EVASIVE ACTION TAKEN. DETROIT METRO ARPT PD NOTIFIED.",2023-05-17,SDF,NE BOUND,0843E,DETROIT ATCT,SDF - DTW,4 SW DTW,"AT 3,500 FEET"
3908,,FLORIDA,HOLLYWOOD,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS SIGHTING/1322E/HOLLYWOOD FCT ADVISED, CESSNA C172, FXE - FXE, OBSERVED A UAS WHILE NW BOUND AT 800 FEET 2 SE HWO. NO EVASIVE ACTION TAKEN. LOCAL PD NOTIFIED.",2023-05-17,HWO,NW BOUND,1322E,HOLLYWOOD FCT,FXE - FXE,2 SE HWO,AT 800 FEET
3909,,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1350C/DALLAS-FORT WORTH ATCT ADVISED, B738, LGA - DFW, REPORTED A UAS WHILE N BOUND AT 1,500 FEET 2 S DFW. NO EVASIVE ACTION TAKEN. DPS NOTIFIED.",2023-05-17,LGA,N BOUND,1350C,,LGA - DFW,2 S DFW,"AT 1,500 FEET"
3910,,VIRGINIA,HERNDON,"PRELIM INFO FROM FAA OPS: HERNDON, VA/UAS SIGHTING/1545E/POTOMAC TRACON ADVISED, CRJ9, TORONTO, CANADA (CYYZ) - IAD, REPORTED A RED UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 3,200 FEET 7 SSE ARMEL VOR. NO EVASIVE ACTION TAKEN. METRO ARPT AUTHORITY NOTIFIED.",2023-05-17,IAD,S BOUND,1545E,POTOMAC TRACON,"TORONTO, CANADA (CYYZ) - IAD",7 SSE ARMEL VOR,"AT 3,200 FEET"
3911,,NEW YORK,ROCHESTER,"PRELIM INFO FROM FAA OPS: ROCHESTER, NY/UAS SIGHTING/1630E/ROCHESTER ATCT ADVISED, E75S, DCA - ROC, REPORTED A ORANGE/BLACK UAS FROM THE 6 O'CLOCK POSITION WHILE N BOUND AT 2,500 FEET 10 SW ROC. NO EVASIVE ACTION TAKEN. LIVINGSTON COUNTY SHERIFF NOTIFIED.",2023-05-17,ROC,N BOUND,1630E,ROCHESTER ATCT,DCA - ROC,10 SW ROC,"AT 2,500 FEET"
3912,,LOUISIANA,LAFAYETTE,"PRELIM INFO FROM FAA OPS: LAFAYETTE, LA/UAS SIGHTING/1535C/LAFAYETTE ATCT ADVISED, CESSNA C82R, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 12 NW LFT. NO EVASIVE ACTION TAKEN. NO LAW ENFORCEMENT NOTIFICATION REPORTED.",2023-05-17,LFT,S BOUND,1535C,LAFAYETTE ATCT,,12 NW LFT,"AT 3,000 FEET"
3913,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1812E/WASHINGTON ATCT ADVISED, B737, DCA - MSY, REPORTED A UAS WHILE N BOUND AT 4,000 FEET 1.5 N DCA. NO EVASIVE ACTION TAKEN. PARK POLICE NOTIFIED.",2023-05-17,MSY,N BOUND,1812E,WASHINGTON ATCT,DCA - MSY,,"AT 4,000 FEET"
3914,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1820E/WASHINGTON NATIONAL ATCT ADVISED, B738, DCA - ORD, REPORTED A UAS WHILE N BOUND AT 4,000 FEET 1.5 N DCA. NO EVASIVE ACTION TAKEN. PARK POLICE NOTIFIED.",2023-05-17,ORD,N BOUND,1820E,WASHINGTON NATIONAL ATCT,DCA - ORD,,"AT 4,000 FEET"
3915,,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1920P/VAN NUYS ATCT ADVISED, PIPER P28A, REPORTED A BLACK UAS BELOW ACFT FROM THE 1 O'CLOCK POSITION WHILE NNW BOUND AT 1,800 FEET 1 E VNY. NO EVASIVE ACTION TAKEN. EAST PATTERN ACFT MOVED TO WEST PATTERN TO AVOID UAS. LEO NOTIFICATION NOT REPORTED.",2023-05-17,VNY,NNW BOUND,1920P,VAN NUYS ATCT,,1 E VNY,"AT 1,800 FEET"
3916,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/0918E/BOSTON ARTCC ADVISED, A321, ORD - BOS, REPORTED A UAS FROM 3 O'CLOCK POSITION WHILE SE BOUND AT 400 FEET VCNTY BOSTON. NO EVASIVE ACTION REPORTED. BOSTON ARPT PD NOTIFIED.",2023-05-18,ORD,SE BOUND,0918E,BOSTON ARTCC,ORD - BOS,,AT 400 FEET
3917,,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/0952E/NEW YORK TRACON ADVISED, B38M, FLL - EWR, REPORTED A UAS AT SAME ALTITUDE WHILE N BOUND AT 2,300 FEET 1 WSW TEB. NO EVASIVE ACTION TAKEN. NJ PD AVIATION UNIT NOTIFIED.",2023-05-18,FLL,N BOUND,0952E,NEW YORK TRACON,FLL - EWR,1 WSW TEB,"AT 2,300 FEET"
3918,,FLORIDA,LAKELAND,"PRELIM INFO FROM FAA OPS: LAKELAND, FL/UAS SIGHTING/1315E/TAMPA ATCT ADVISED, B738, MCI - LAL, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 3,100 FEET 10 NNW LAL. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2023-05-18,LAL,E BOUND,1315E,TAMPA ATCT,MCI - LAL,10 NNW LAL,"AT 3,100 FEET"
3919,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1350P/LOS ANGELES ATCT ADVISED, B753, LAX - ATL, REPORTED A GRAY UAS WHILE ON DEPARTURE RUNWAY 24L AT 100 FEET. NO EVASIVE ACTION REPORTED. LOS ANGELES COUNTY SHERIFF NOTIFED AT.",2023-05-18,LAX,,1350P,LOS ANGELES ATCT,LAX - ATL,,
3920,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1800P/SEATTLE ARTCC ADVISED, A339, SEA - FRANKFURT, GERMANY (EDDF), REPORTED A DARK GREY UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 11,000 FEET 18 N SEA. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2023-05-18,SEA,N BOUND,1800P,SEATTLE ARTCC,"SEA - FRANKFURT, GERMANY (EDDF)",18 N SEA,"AT 11,000 FEET"
3921,,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/2050P/NORTH LAS VEGAS ATCT ADVISED, H60, REPORTED A UAS FROM BELOW WHILE E BOUND AT 2,700 FEET 2 NW VGT. NO EVASIVE ACTION TAKEN. NO LEO TO BE NOTIFIED.",2023-05-18,VGT,E BOUND,2050P,NORTH LAS VEGAS ATCT,,2 NW VGT,"AT 2,700 FEET"
3922,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/0104E/METRO ATCT ADVISED, BELL B407, REPORTED A UAS WHILE N BOUND AT 1,800 FEET 7.8 NE DTW. NO EVASIVE ACTION REPORTED. LEO NOTIFIED.",2023-05-19,DTW,N BOUND,0104E,METRO ATCT,,,"AT 1,800 FEET"
3923,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1018C/HOUSTON TRACON ADVISED, BEECH BE300, REPORTED A GRAY/WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 3,400 FEET 5 SE IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",2023-05-19,IAH,SE BOUND,1018C,HOUSTON TRACON,,5 SE IAH,"AT 3,400 FEET"
3924,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1230E/JFK ATCT ADVISED, PILATUS PC12, PSM - JFK, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE SE BOUND AT 1,000 FEET 1 NE JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2023-05-19,PSM,SE BOUND,1230E,JFK ATCT,PSM - JFK,1 NE JFK,"AT 1,000 FEET"
3925,,VIRGINIA,CAPE CHARLES,"PRELIM INFO FROM FAA OPS: CAPE CHARLES, VA/UAS SIGHTING/1332E/NORFOLK ATCT ADVISED, E170, LGA - ORF, REPORTED A RED AND SILVER 4-ROTOR UAS 300 FEET BELOW THE ACFT WHILE SW BOUND AT 12,300 FEET 25 NNE CAPE CHARLES VORTAC (CCV). NO EVASIVE ACTION TAKEN.  ACCOMACK COUNTY SHERIFF NOTIFIED.",2023-05-19,LGA,SW BOUND,1332E,NORFOLK ATCT,LGA - ORF,25 NNE CAPE CHARLES VORTAC (CCV),"AT 12,300 FEET"
3926,,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/LATE REPORT - 1840E/RICHMOND ATCT ADVISED, BEECH BE35, REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 800 FEET 2 NNW RIC. NO EVASIVE ACTION TAKEN. RICHMOND ARPT COMMUNICATIONS NOTIFIED.",2023-05-19,RIC,SSE BOUND,,RICHMOND ATCT,,2 NNW RIC,AT 800 FEET
3927,,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1818P/SEATTLE TRACON ADVISED, B39M, SEA - OGG, REPORTED A WHITE QUADCOPTER UAS AT THE 12 O'CLOCK POSITION 1,000 FEET BELOW ACFT WHILE NW BOUND AT 6,000 FEET 8 NNW SEA. NO EVASIVE ACTION TAKEN. SEATTLE PD NOTIFIED.",2023-05-19,SEA,NW BOUND,1818P,SEATTLE TRACON,SEA - OGG,8 NNW SEA,"AT 6,000 FEET"
3928,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0940E/LA GUARDIA ATCT ADVISED, BCS3, MONTREAL,CANADA (CYUL) - LGA, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 300 FEET 1 SW LGA. NO EVASIVE ACTION TAKEN. NY PORT AUTHORITY NOTIFIED.",2023-05-20,LGA,NE BOUND,0940E,LA GUARDIA ATCT,"MONTREAL,CANADA (CYUL) - LGA",1 SW LGA,AT 300 FEET
3929,,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1050E/RALEIGH-DURHAM ATCT ADVISED, DIAMOND DA40, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 2,500 FEET 6 SE RDU. NO EVASIVE ACTION REPORTED. RALEIGH PD NOTIFIED.",2023-05-20,RDU,NW BOUND,1050E,,,6 SE RDU,"AT 2,500 FEET"
3930,,NORTH CAROLINA,RALEIGH/DURHAM,"CORRECTION INFO (CALL-SIGN) FROM FAA OPS: RALEIGH/DURHAM, NC/UAS SIGHTING/1050E/RALEIGH-DURHAM ATCT ADVISED, DIAMOND DA40, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 2,500 FEET 6 SE RDU. NO EVASIVE ACTION REPORTED. RALEIGH PD NOTIFIED.",2023-05-20,RDU,NW BOUND,1050E,,,6 SE RDU,"AT 2,500 FEET"
3931,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1840C/MIDWAY ATCT ADVISED, CESSNA C680, ROG - MDW, REPORTED A UAS WHILE NE BOUND AT 2,000 FEET 5 SW MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2023-05-20,MDW,NE BOUND,1840C,MIDWAY ATCT,ROG - MDW,5 SW MDW,"AT 2,000 FEET"
3932,,ILLINOIS,CAHOKIA/ST LOUIS,"PRELIM INFO FROM FAA OPS: CORPUS CHRISTI, TX/UAS INCIDENT/1848C/CORPUS CHRISTI ATCT ADVISED, HELO, REPORTED A UAS AT 300 FEET WHILE ON APCH 4 NW CRP. PIC EXECUTED A RIGHT TURN TO AVOID UAS. ST LOUIS PD NOTIFIED.",2023-05-20,CRP,,1848C,CORPUS CHRISTI ATCT,,4 NW CRP,AT 300 FEET
3933,,ILLINOIS,CAHOKIA/ST LOUIS,"CORRECTION INFO (EVENT LOCATION) FROM FAA OPS: CAHOKIA-ST LOUIS, IL/UAS INCIDENT/1848C/ST LOUIS DOWNTOWN ATCT ADVISED, HELO, REPORTED A UAS AT 300 FEET WHILE ON APCH 4 NW CPS. PIC EXECUTED A RIGHT TURN TO AVOID UAS. ST LOUIS PD NOTIFIED.",2023-05-20,CPS,,1848C,ST LOUIS DOWNTOWN ATCT,,4 NW CPS,AT 300 FEET
3934,,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1929E/FORT LAUDERDALE ATCT ADVISED, A320, JFK - FLL, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 400 FEET 2 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",2023-05-20,FLL,E BOUND,1929E,FORT LAUDERDALE ATCT,JFK - FLL,2 W FLL,AT 400 FEET
3935,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1941C/HOUSTON TRACON ADVISED, CESSNA C750, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 3,000 FEET 3 N DWH. NO EVASIVE ACTION TAKEN. HOUSTON PD AIR UNIT NOTIFIED.",2023-05-20,DWH,S BOUND,1941C,HOUSTON TRACON,,3 N DWH,"AT 3,000 FEET"
3936,,WASHINGTON,SPOKANE,"PRELIM INFO FROM FAA OPS: SPOKANE, WA/UAS SIGHTING/1945P/FELTS FIELD FCT ADVISED, KC35, SKA - SKA, REPORTED A RED AND WHITE UAS 500 FEET ABOVE ACFT WHILE W BOUND AT 3,500 FEET 1 S SFF. NO EVASIVE ACTION TAKEN. SPOKANE PD HELO NOTIFIED.",2023-05-20,AND,W BOUND,1945P,FELTS FIELD FCT,SKA - SKA,1 S SFF,"AT 3,500 FEET"
3937,,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/2018P/NORCAL TRACON ADVISED, A321, CLT - SFO, REPORTED A UAS 200 FEET ABOVE ACFT FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 10,000 FEET 30 E SFO. NO EVASIVE ACTION TAKEN. ALAMEDA COUNTY SHERIFF NOTIFIED.",2023-05-20,SAN,W BOUND,2018P,NORCAL TRACON,CLT - SFO,30 E SFO,"AT 10,000 FEET"
3938,,HAWAII,HONOLULU,"PRELIM INFO FROM FAA OPS: HONOLULU, HI/UAS SIGHTING/1843L/HONOLULU CONTROL FACILITY ADVISED, CESSNA C208, KOA - HNL, REPORTED A WHITE/GRAY UAS FROM THE 11 O'CLOCK POSITION WHILE S BOUND AT 1,500 FEET 10 S HNL, NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2023-05-20,KOA,S BOUND,1843L,HONOLULU CONTROL FACILITY,KOA - HNL,,"AT 1,500 FEET"
3939,,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/0945E/PALM BEACH ATCT ADVISED, A320, BDL - PBI, REPORTED 2 UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET 8 W PBI. NO EVASIVE ACTION REPORTED. PALM BEACH SHERIFF NOTIFIED.",2023-05-21,BDL,E BOUND,0945E,PALM BEACH ATCT,BDL - PBI,8 W PBI,"AT 2,000 FEET"
3940,,TENNESSEE,KNOXVILLE,"PRELIM INFO FROM FAA OPS: KNOXVILLE, TN/UAS SIGHTING/1200E/KNOXVILLE ATCT ADVISED, GULFSTREAM GLF4, LWB - TYS, REPORTED A BLACK AND ORANGE UAS WHILE NE BOUND AT 2,500 FEET OVER VOYUR FIX. NO EVASIVE ACTION REPORTED. BLOUNT COUNTY SHERIFF NOTIFIED.",2023-05-21,TYS,NE BOUND,1200E,KNOXVILLE ATCT,LWB - TYS,,"AT 2,500 FEET"
3941,,LOUISIANA,LAFAYETTE,"PRELIM INFO FROM FAA OPS: LAFAYETTE, LA/UAS SIGHTING/1129C/LAFAYETTE ATCT ADVISED, DASSAULT FA50, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 1,500 FEET 3 S LFT. NO EVASIVE ACTION TAKEN. LAFAYETTE PD NOTIFIED.",2023-05-21,LFT,W BOUND,1129C,LAFAYETTE ATCT,,3 S LFT,"AT 1,500 FEET"
3942,,MISSOURI,KANSAS CITY,"PRELIM INFO FROM FAA OPS: KANSAS CITY, MO/UAS SIGHTING/1310C/KANSAS CITY ATCT ADVISED, CESSNA C560, REPORTED A UAS WHILE N BOUND AT 5,000 FEET 8 W MCI. NO EVASIVE ACTION TAKEN. TONGANOXIE POLICE DEPARTMENT NOTIFIED.",2023-05-21,MCI,N BOUND,1310C,KANSAS CITY ATCT,,8 W MCI,"AT 5,000 FEET"
3943,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1610E/COBB COUNTY ATCT ADVISED, CESSNA C172, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 1,100 FEET 2.5 S RYY. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION PROVIDED.",2023-05-21,RYY,N BOUND,1610E,COBB COUNTY ATCT,,,"AT 1,100 FEET"
3944,,VIRGINIA,ROANOKE,"PRELIM INFO FROM FAA OPS: ROANOKE, VA/UAS SIGHTING/1625E/ROANOKE ATCT ADVISED, DIAMOND DA40, REPORTED A BLACK AND ORANGE UAS WHILE ENE BOUND AT 1,000 FEET 2 ENE ROA. NO EVASIVE ACTION REPORTED. ROA ARPT PD NOTIFIED.",2023-05-21,ROA,ENE BOUND,1625E,ROANOKE ATCT,,2 ENE ROA,"AT 1,000 FEET"
